date_q,investor,issuer,asset_class,asset_class_code,censored,position_residency,restatement_nat,restatement_uw,restatement_nat_uw
2016q4,AUT,SOM,Debt (All),B,0,0,0,0,0
2016q4,AUT,SOM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SPM,Debt (All),B,0,0,0,0,0
2016q4,AUT,SPM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SRB,Debt (All),B,0,.1100000002268372,.1100000002268372,.1267748980021431,.1267748980021431
2016q4,AUT,SRB,Equity (All),EF,0,.0049999999603443,.004525059203083,.0041526180140615,.0037263823415425
2016q4,AUT,SSD,Debt (All),B,0,0,0,0,0
2016q4,AUT,SSD,Equity (All),EF,0,0,0,0,0
2016q4,AUT,STP,Debt (All),B,0,0,0,0,0
2016q4,AUT,STP,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SUR,Debt (All),B,0,.0009999999375,.0009999999375,.0078917785107536,.0078917785107536
2016q4,AUT,SUR,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SVK,Debt (All),B,0,4.652999942072266,4.333251219837891,4.654445292389131,4.332322448074862
2016q4,AUT,SVK,Equity (All),EF,0,.0319999979912543,.0000322762294009,.0319712908865377,3.51751524949e-06
2016q4,AUT,SVN,Debt (All),B,0,1.185999944339844,1.143753723503906,1.194945702729093,1.153133714581403
2016q4,AUT,SVN,Equity (All),EF,0,.0129999996576611,.0125541090921894,.0111349920682339,.0107238561930875
2016q4,AUT,SWE,Debt (All),B,0,2.741999758752685,2.154255357933105,2.780174077721073,2.228609126911305
2016q4,AUT,SWE,Equity (All),EF,0,.3600000035086809,.3528344511766377,.6812307636704767,.6542083087392113
2016q4,AUT,SWZ,Debt (All),B,0,0,0,0,0
2016q4,AUT,SWZ,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SXM,Debt (All),B,0,0,0,0,0
2016q4,AUT,SXM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SYC,Debt (All),B,0,.0059999996201172,.0059999996201172,.0081160608832316,.0081160608832316
2016q4,AUT,SYC,Equity (All),EF,0,0,0,0,0
2016q4,AUT,SYR,Debt (All),B,0,0,0,0,0
2016q4,AUT,SYR,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TCA,Debt (All),B,0,0,0,0,0
2016q4,AUT,TCA,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TCD,Debt (All),B,0,0,0,0,0
2016q4,AUT,TCD,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TGO,Debt (All),B,0,.017,.017,.0179326086364557,.0179326994326479
2016q4,AUT,TGO,Equity (All),EF,0,0,0,4.56854329147e-06,6.44523665085e-06
2016q4,AUT,THA,Debt (All),B,0,.0709999956853638,.0775840250291138,.0863040759733729,.0974029046279715
2016q4,AUT,THA,Equity (All),EF,0,.0719999970216818,.0706049437315147,.1657204526733304,.1646340467981904
2016q4,AUT,TJK,Debt (All),B,0,0,0,.0000507005863272,.0000507005863272
2016q4,AUT,TJK,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TKL,Debt (All),B,0,0,0,0,0
2016q4,AUT,TKL,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TKM,Debt (All),B,0,0,0,0,0
2016q4,AUT,TKM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TLS,Debt (All),B,0,0,0,0,0
2016q4,AUT,TLS,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TON,Debt (All),B,0,0,0,0,0
2016q4,AUT,TON,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TTO,Debt (All),B,0,.0049999998125,.0049999998125,.0094477963422567,.0094477963422567
2016q4,AUT,TTO,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TUN,Debt (All),B,0,.04399999771875,.04399999771875,.049978228256566,.049978228256566
2016q4,AUT,TUN,Equity (All),EF,0,0,0,.0000719126612196,.0000633365453139
2016q4,AUT,TUR,Debt (All),B,0,.7579999690395508,.919012133418457,.8997167824408939,1.058048669749696
2016q4,AUT,TUR,Equity (All),EF,0,.1323258863243355,.1117546684882054,.1595230726976331,.1376464684470551
2016q4,AUT,TUV,Debt (All),B,0,0,0,0,0
2016q4,AUT,TUV,Equity (All),EF,0,0,0,0,0
2016q4,AUT,TWN,Debt (All),B,0,.0039999996875,.006267707484375,.0085828106054637,.013276349362057
2016q4,AUT,TWN,Equity (All),EF,0,.1309999970297451,.132700579804213,.5256358090831367,.5470023283210556
2016q4,AUT,TZA,Debt (All),B,0,0,0,.001175264151453,.001175264151453
2016q4,AUT,TZA,Equity (All),EF,0,0,0,.0000930926967363,7.36762503523e-06
2016q4,AUT,UGA,Debt (All),B,0,0,0,.0108632114822845,.0108632114822845
2016q4,AUT,UGA,Equity (All),EF,0,0,0,.0000594865704479,.0000594865704479
2016q4,AUT,UKR,Debt (All),B,0,.0489999976479492,.0885882280737305,.1001940512108966,.1476980581260814
2016q4,AUT,UKR,Equity (All),EF,0,.0089999994743929,.0091089439525461,.0089585359817966,.0094698664102691
2016q4,AUT,URY,Debt (All),B,0,.0399999994223008,.0399999994223008,.0770351074586459,.0774026437834598
2016q4,AUT,URY,Equity (All),EF,0,0,.0034323530742188,0,.0191259435091527
2016q4,AUT,USA,Debt (All),B,0,18.00499939155603,18.93107741017365,22.04030683559607,22.8198153321135
2016q4,AUT,USA,Equity (All),EF,0,10.91351885091661,12.20421000744778,19.0089476304862,20.58040300551068
2016q4,AUT,UZB,Debt (All),B,0,0,0,0,0
2016q4,AUT,UZB,Equity (All),EF,0,0,0,0,0
2016q4,AUT,VAT,Debt (All),B,0,0,0,0,0
2016q4,AUT,VAT,Equity (All),EF,0,0,0,0,0
2016q4,AUT,VCT,Debt (All),B,0,0,0,0,0
2016q4,AUT,VCT,Equity (All),EF,0,.0009999999884531,.0009999999884531,.0009999999884531,.0009999999884531
2016q4,AUT,VEN,Debt (All),B,0,.0969999990961914,.0977254893461914,.1398873586158032,.1412947975010546
2016q4,AUT,VEN,Equity (All),EF,0,0,0,7.64962511301e-06,7.64962511301e-06
2016q4,AUT,VGB,Debt (All),B,0,.283999983265625,.0456729355615234,.360120776099792,.0497960099514256
2016q4,AUT,VGB,Equity (All),EF,0,.0459999994510975,.0271585847969775,.0878244651940769,.0391258453015341
2016q4,AUT,VIR,Debt (All),B,0,0,.0072273728310547,1.57404114714e-12,.0072273728326287
2016q4,AUT,VIR,Equity (All),EF,0,0,7.14704711914e-06,5.11856103316e-09,7.15216568017e-06
2016q4,AUT,VNM,Debt (All),B,0,.0129999995,.0129999995,.0187649354096736,.0187649354096736
2016q4,AUT,VNM,Equity (All),EF,0,0,0,.0196268288602144,.0180445693894668
2016q4,AUT,VUT,Debt (All),B,0,0,0,0,0
2016q4,AUT,VUT,Equity (All),EF,0,0,0,0,0
2016q4,AUT,WSM,Debt (All),B,0,0,0,0,0
2016q4,AUT,WSM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,XSN,Debt (All),B,0,8.114999568660645,8.136628067343262,8.194373348687675,8.19437334868767
2016q4,AUT,XSN,Equity (All),EF,0,0,0,.0000627280689998,.0000627280689998
2016q4,AUT,YEM,Debt (All),B,0,0,0,0,0
2016q4,AUT,YEM,Equity (All),EF,0,0,0,0,0
2016q4,AUT,ZAF,Debt (All),B,0,.2369999934404907,.311171363968811,.3668480936865623,.4543502591172412
2016q4,AUT,ZAF,Equity (All),EF,0,.0659999976719651,.0701176472950559,.2368437441351992,.2223987379113718
2016q4,AUT,ZMB,Debt (All),B,0,.02599999940625,.02599999940625,.0468686266404659,.0468686266404659
2016q4,AUT,ZMB,Equity (All),EF,0,0,0,.0000278424348147,.0000278424348147
2016q4,AUT,ZWE,Debt (All),B,0,0,.000194119125,0,.000194119125
2016q4,AUT,ZWE,Equity (All),EF,0,0,0,.000504877660048,.000504877660048
2016q4,BEL,ABW,Debt (All),B,0,0,0,.0000538887447748,.0000538887447748
2016q4,BEL,ABW,Equity (All),EF,0,0,0,0,0
2016q4,BEL,AFG,Debt (All),B,0,0,0,0,0
2016q4,BEL,AFG,Equity (All),EF,0,0,0,0,0
2016q4,BEL,AGO,Debt (All),B,0,.0003,.000557506359375,.0124385271663311,.0185235162826447
2016q4,BEL,AGO,Equity (All),EF,0,0,1.16859094238e-06,0,1.16859094238e-06
2016q4,BEL,AIA,Debt (All),B,0,0,0,0,0
2016q4,BEL,AIA,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ALB,Debt (All),B,0,0,0,.0007074306467961,.0007074306467961
2016q4,BEL,ALB,Equity (All),EF,0,0,0,0,0
2016q4,BEL,AND,Debt (All),B,0,0,0,0,0
2016q4,BEL,AND,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ANT,Debt (All),B,0,0,0,0,0
2016q4,BEL,ANT,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ARE,Debt (All),B,0,.2918999980200195,.4757578359047852,.3809943370926769,.6805413502039815
2016q4,BEL,ARE,Equity (All),EF,0,.0005999999785156,.0020072899502921,.0451087594442213,.0559329355926407
2016q4,BEL,ARG,Debt (All),B,0,.0237999999885254,.0237205121135254,.3006653695760954,.3024938349831099
2016q4,BEL,ARG,Equity (All),EF,0,.0063999998826752,.0192477974675274,.0290693445210174,.0463734402378134
2016q4,BEL,ARM,Debt (All),B,0,.0003,.0003,.0057692546742921,.0058648952752518
2016q4,BEL,ARM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ASM,Debt (All),B,0,0,0,3.40821087360e-10,3.40821087360e-10
2016q4,BEL,ASM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ATF,Debt (All),B,0,0,0,0,0
2016q4,BEL,ATF,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ATG,Debt (All),B,0,0,0,0,0
2016q4,BEL,ATG,Equity (All),EF,0,.0028999999209681,0,.0029047233999951,0
2016q4,BEL,AUS,Debt (All),B,0,4.534500096407288,4.466125929025848,5.201095278545183,5.301822753308831
2016q4,BEL,AUS,Equity (All),EF,0,.4491999668076815,.5385175772474468,.9807034504976624,1.093937794425212
2016q4,BEL,AUT,Debt (All),B,0,8.824399563528045,8.713475049888549,9.503897504056434,9.299157748777423
2016q4,BEL,AUT,Equity (All),EF,0,.3909999786329918,.3399720164940224,.5108604253697265,.4440221566249191
2016q4,BEL,AZE,Debt (All),B,0,.000799999984375,.000799999984375,.0227449292135715,.025086266129465
2016q4,BEL,AZE,Equity (All),EF,0,0,.0013396666816406,0,.0025585016013298
2016q4,BEL,BDI,Debt (All),B,0,0,0,.0000409520086147,.0000409520086147
2016q4,BEL,BDI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BEL,Debt (All),B,0,253.9326474968279,270.5055098026877,256.7581824545184,273.8566030137959
2016q4,BEL,BEL,Equity (All),EF,0,235.6366395245977,232.8350762597089,238.6450685822442,235.6781878790696
2016q4,BEL,BEN,Debt (All),B,0,0,0,0,0
2016q4,BEL,BEN,Equity (All),EF,0,0,.0000251972675781,0,.0000483968356338
2016q4,BEL,BES,Debt (All),B,0,0,0,0,0
2016q4,BEL,BES,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BFA,Debt (All),B,0,0,0,0,0
2016q4,BEL,BFA,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BGD,Debt (All),B,0,0,0,.0007318863428802,.0002647883414764
2016q4,BEL,BGD,Equity (All),EF,0,0,0,.0028915800038961,.0022763817581674
2016q4,BEL,BGR,Debt (All),B,0,.1441999970859375,.1441999970859375,.1822095178523197,.1822095178536758
2016q4,BEL,BGR,Equity (All),EF,0,.146,.146,.1454493976727211,.1454493976727211
2016q4,BEL,BHR,Debt (All),B,0,.0002,.000399373375,.0172460956397704,.0173543714003358
2016q4,BEL,BHR,Equity (All),EF,0,0,0,.0000286825863711,.000077486716767
2016q4,BEL,BHS,Debt (All),B,0,.075299995374939,.0627180191015015,.075834202005954,.0671599239528309
2016q4,BEL,BHS,Equity (All),EF,0,.0044999997495106,.0065076399633778,.0088569087785963,.016930208364469
2016q4,BEL,BIH,Debt (All),B,0,0,0,.00039876775508,.00039876775508
2016q4,BEL,BIH,Equity (All),EF,0,0,0,7.47677111626e-09,7.47677111626e-09
2016q4,BEL,BLR,Debt (All),B,0,0,0,.0014759867737255,.0014759867737255
2016q4,BEL,BLR,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BLZ,Debt (All),B,0,.0002000000039063,.0002000000039063,.002833889684082,.002833889684082
2016q4,BEL,BLZ,Equity (All),EF,0,0,0,.0001196720127452,0
2016q4,BEL,BMU,Debt (All),B,0,.1243999960527344,.2725408764195557,.2428405954575029,.4631793685890619
2016q4,BEL,BMU,Equity (All),EF,0,.8238000103502414,.9882944442540086,.9221173890805328,1.264317932714055
2016q4,BEL,BOL,Debt (All),B,0,0,0,.0005822854157558,.0005822854157558
2016q4,BEL,BOL,Equity (All),EF,0,0,.0000142238476563,0,.0000142238476563
2016q4,BEL,BRA,Debt (All),B,0,.1457000001713867,.4676545691851807,.8819728377742095,1.37694677486772
2016q4,BEL,BRA,Equity (All),EF,0,.2962000065743475,.2530110080553789,.8547628383834698,.7422272234400192
2016q4,BEL,BRB,Debt (All),B,0,.0008999999648437,.0002711017148437,.0080433533928349,.00051841955061
2016q4,BEL,BRB,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BRN,Debt (All),B,0,0,0,0,0
2016q4,BEL,BRN,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BTN,Debt (All),B,0,0,0,0,0
2016q4,BEL,BTN,Equity (All),EF,0,0,0,0,0
2016q4,BEL,BWA,Debt (All),B,0,0,0,0,0
2016q4,BEL,BWA,Equity (All),EF,0,0,0,.0002442532544596,.0002056763538553
2016q4,BEL,CAF,Debt (All),B,0,0,0,0,0
2016q4,BEL,CAF,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CAN,Debt (All),B,0,4.488900027114258,4.544155869869293,5.448496173484918,5.441370708213108
2016q4,BEL,CAN,Equity (All),EF,0,1.506699946659566,1.475731522268047,2.370234211656209,2.471300454780673
2016q4,BEL,CCK,Debt (All),B,0,0,0,0,0
2016q4,BEL,CCK,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CHE,Debt (All),B,0,.2540999967679748,3.93753212833609,.556761000254704,5.454911237038676
2016q4,BEL,CHE,Equity (All),EF,0,4.454600065279848,4.952182262489372,7.596909681975498,7.877040553289787
2016q4,BEL,CHL,Debt (All),B,0,.3040999947241211,.2823427808920899,.3755833385354295,.3530074952721739
2016q4,BEL,CHL,Equity (All),EF,0,.034999999668457,.027366343225935,.0922126710282523,.0677849475895893
2016q4,BEL,CHN,Debt (All),B,0,.0403000005439453,.9785411943886327,.0831099246397481,1.432818689721951
2016q4,BEL,CHN,Equity (All),EF,0,.3272000029176483,1.005311602308614,.9429112544521837,2.832654002651565
2016q4,BEL,CIV,Debt (All),B,0,.000999999953125,.000999999953125,.0181853904773143,.0181853904773143
2016q4,BEL,CIV,Equity (All),EF,0,.0000999999912109,.0013986700917969,.0000999999912109,.0015335554257812
2016q4,BEL,CMR,Debt (All),B,0,.0001,.0001,.0061890128734793,.0061890128734793
2016q4,BEL,CMR,Equity (All),EF,0,.0003,0,.0003,0
2016q4,BEL,COD,Debt (All),B,0,0,0,0,0
2016q4,BEL,COD,Equity (All),EF,0,.0007999999672394,.0007999999672394,.0007999999672394,.0007999999672394
2016q4,BEL,COG,Debt (All),B,0,0,0,.0042038604073904,.0042038604073904
2016q4,BEL,COG,Equity (All),EF,0,0,0,0,0
2016q4,BEL,COK,Debt (All),B,0,0,0,0,.0000105770888254
2016q4,BEL,COK,Equity (All),EF,0,0,.0049449785791016,0,.0094552995900688
2016q4,BEL,COL,Debt (All),B,0,.0972999955883789,.1344940582836914,.3203858065701897,.3618944202167441
2016q4,BEL,COL,Equity (All),EF,0,.0071999994632568,.0073792485295935,.0139920879214964,.0133675017972176
2016q4,BEL,COM,Debt (All),B,0,0,0,0,0
2016q4,BEL,COM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CPV,Debt (All),B,0,0,0,0,0
2016q4,BEL,CPV,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CRI,Debt (All),B,0,.0014999999648437,.0011246580585938,.0295004701019088,.0269341945904143
2016q4,BEL,CRI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CUB,Debt (All),B,0,0,0,0,0
2016q4,BEL,CUB,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CUW,Debt (All),B,0,.4719999706671142,.0076289180488281,.1022702008998691,.0076289180488281
2016q4,BEL,CUW,Equity (All),EF,0,.2092999973276977,.0063638340703125,.3070145463925781,.0063638340703125
2016q4,BEL,CXR,Debt (All),B,0,0,0,0,0
2016q4,BEL,CXR,Equity (All),EF,0,0,0,0,0
2016q4,BEL,CYM,Debt (All),B,0,.7314999439554205,.0914943549301758,1.487671190015524,.3576432369852502
2016q4,BEL,CYM,Equity (All),EF,0,.8028999962508792,.237367350850382,1.907025734404105,.2581187148255291
2016q4,BEL,CYP,Debt (All),B,0,.0083999994047852,.0475777931968842,.0135241712969736,.0628048477226701
2016q4,BEL,CYP,Equity (All),EF,0,.023799997437116,.0066544748529814,.0363327394773289,.0108114312108254
2016q4,BEL,CZE,Debt (All),B,0,9.344299989480469,9.152462280136719,9.441866466445694,9.251426142739742
2016q4,BEL,CZE,Equity (All),EF,0,.0151000002016602,.0102603722999824,.0259560695925679,.022379716937391
2016q4,BEL,DEU,Debt (All),B,0,20.49190003595317,25.57324285753496,26.75198287580085,33.40396940011328
2016q4,BEL,DEU,Equity (All),EF,0,21.51640017225379,21.59891978160221,15.93145022238386,16.08913357721993
2016q4,BEL,DJI,Debt (All),B,0,0,0,0,0
2016q4,BEL,DJI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,DMA,Debt (All),B,0,0,0,0,0
2016q4,BEL,DMA,Equity (All),EF,0,0,0,0,0
2016q4,BEL,DNK,Debt (All),B,0,1.309399902445121,1.331937089436813,2.019577669760587,2.023653858114006
2016q4,BEL,DNK,Equity (All),EF,0,.7480999984905246,.7598760897081148,1.610546607394998,1.628601606155747
2016q4,BEL,DOM,Debt (All),B,0,.001899999921875,.002150065671875,.0511088653641023,.0511452383610048
2016q4,BEL,DOM,Equity (All),EF,0,0,.0001490048329468,0,.000163695365027
2016q4,BEL,DZA,Debt (All),B,0,0,0,0,0
2016q4,BEL,DZA,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ECU,Debt (All),B,0,.0007999999921875,.0007999999921875,.0303051240581126,.0303051240581126
2016q4,BEL,ECU,Equity (All),EF,0,0,0,0,0
2016q4,BEL,EGY,Debt (All),B,0,.000599999921875,.000599999921875,.0142900496046493,.0142900496767351
2016q4,BEL,EGY,Equity (All),EF,0,.0008999999960937,.0008961633212891,.0072145854044413,.0053844767131196
2016q4,BEL,ERI,Debt (All),B,0,0,0,0,0
2016q4,BEL,ERI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ESH,Debt (All),B,0,0,0,0,0
2016q4,BEL,ESH,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ESP,Debt (All),B,0,18.14870001441219,19.1810742733533,23.35236722228133,25.13554299540756
2016q4,BEL,ESP,Equity (All),EF,0,2.832400023470767,2.598009031811732,4.188513630745025,3.90541239209616
2016q4,BEL,EST,Debt (All),B,0,.012299999234375,.2299263976992187,.0141689258732673,.249547393790539
2016q4,BEL,EST,Equity (All),EF,0,0,.0000124613803444,.0007271295608485,.0007395386077235
2016q4,BEL,ETH,Debt (All),B,0,.0002,.0002,.0025538245421143,.0025538245421143
2016q4,BEL,ETH,Equity (All),EF,0,0,0,0,0
2016q4,BEL,FIN,Debt (All),B,0,2.529399846137939,2.869566601249213,3.016598496575386,3.387257644815557
2016q4,BEL,FIN,Equity (All),EF,0,.8955999723363075,.9539005338195,1.387492837092872,1.517301214119313
2016q4,BEL,FJI,Debt (All),B,0,0,0,.0001939015458229,.0001939015458229
2016q4,BEL,FJI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,FRA,Debt (All),B,0,63.64999791922142,74.2288832639814,75.68662426557442,85.87506866643788
2016q4,BEL,FRA,Equity (All),EF,0,48.56389839452757,48.78176563033695,34.55126273135342,34.67716901761341
2016q4,BEL,FRO,Debt (All),B,0,.003,.003,.003,.003
2016q4,BEL,FRO,Equity (All),EF,0,.005299999869751,.005530191401001,.0137152056795477,.0141381586410626
2016q4,BEL,FSM,Debt (All),B,0,0,0,0,0
2016q4,BEL,FSM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GAB,Debt (All),B,0,.000499999953125,.000499999953125,.0149086083731174,.0149086083731174
2016q4,BEL,GAB,Equity (All),EF,0,.0018999999492187,0,.0019114606005516,0
2016q4,BEL,GBR,Debt (All),B,0,19.01380014325143,14.33186891037896,24.08628762080694,18.59173230629819
2016q4,BEL,GBR,Equity (All),EF,0,9.100399698137696,12.4803101750062,12.34703298050625,16.94764741840933
2016q4,BEL,GEO,Debt (All),B,0,.0002000000078125,.0002000000078125,.0148106472876798,.0122410574148011
2016q4,BEL,GEO,Equity (All),EF,0,0,0,1.54762194335e-07,0
2016q4,BEL,GGY,Debt (All),B,0,.2232999790598144,.0295854138273926,.3023549305188015,.0295854138273926
2016q4,BEL,GGY,Equity (All),EF,0,.1588999898270004,.1541430324714604,.2497294823778725,.230611325778375
2016q4,BEL,GHA,Debt (All),B,0,.00099999996875,.00099999996875,.0421375241800136,.0442189701225852
2016q4,BEL,GHA,Equity (All),EF,0,0,0,.0003630065845096,.0003187141171405
2016q4,BEL,GIB,Debt (All),B,0,0,.00032940965625,0,.0118657617577248
2016q4,BEL,GIB,Equity (All),EF,0,.0001000000028076,.0029099601862183,.0006770876183521,.0092360155137473
2016q4,BEL,GIN,Debt (All),B,0,0,0,0,0
2016q4,BEL,GIN,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GLP,Debt (All),B,0,0,0,0,0
2016q4,BEL,GLP,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GMB,Debt (All),B,0,0,0,0,0
2016q4,BEL,GMB,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GNB,Debt (All),B,0,0,0,0,0
2016q4,BEL,GNB,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GNQ,Debt (All),B,0,0,0,0,0
2016q4,BEL,GNQ,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GRC,Debt (All),B,0,.0184999992861328,.0381021927561035,.0833098974396715,.1146239829301319
2016q4,BEL,GRC,Equity (All),EF,0,.0344999979094453,.0149045575759828,.0658721834625901,.0387325884791127
2016q4,BEL,GRD,Debt (All),B,0,0,0,3.79927842292e-06,3.18016777039e-06
2016q4,BEL,GRD,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GRL,Debt (All),B,0,0,0,0,0
2016q4,BEL,GRL,Equity (All),EF,0,0,0,2.20944830909e-07,2.20944830909e-07
2016q4,BEL,GTM,Debt (All),B,0,.0002999999765625,.0002999999765625,.0067478550971181,.0081734806750073
2016q4,BEL,GTM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GUF,Debt (All),B,0,0,0,0,0
2016q4,BEL,GUF,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GUM,Debt (All),B,0,0,0,2.29736405214e-07,2.41201872622e-07
2016q4,BEL,GUM,Equity (All),EF,0,0,0,0,0
2016q4,BEL,GUY,Debt (All),B,0,0,0,0,0
2016q4,BEL,GUY,Equity (All),EF,0,0,0,0,0
2016q4,BEL,HKG,Debt (All),B,0,.1422999931503906,.5462400518735352,.1802914516130372,.7312702293661764
2016q4,BEL,HKG,Equity (All),EF,0,.3260999821368459,.3405442128822921,.9873739594797684,1.032071671659347
2016q4,BEL,HND,Debt (All),B,0,.00029999996875,.00029999996875,.0091836245890848,.0091836245890848
2016q4,BEL,HND,Equity (All),EF,0,0,0,0,0
2016q4,BEL,HRV,Debt (All),B,0,.0379999990742187,.0330161980664063,.1386103534936945,.1137108663005726
2016q4,BEL,HRV,Equity (All),EF,0,.0001999999904633,.0001896966945648,.0002603117128547,.0002024636524529
2016q4,BEL,HTI,Debt (All),B,0,0,0,0,0
2016q4,BEL,HTI,Equity (All),EF,0,0,0,0,0
2016q4,BEL,HUN,Debt (All),B,0,.1198999974574203,.1192305895511703,.3507224349210203,.3505590202860841
2016q4,BEL,HUN,Equity (All),EF,0,.0590999967897186,.0559908688578339,.0849050771494554,.0806245832862897
2016q4,BEL,IDN,Debt (All),B,0,.064999997548584,.0763432022810059,.565726551433549,.5916445788852882
2016q4,BEL,IDN,Equity (All),EF,0,.08409999451056,.0814467501817468,.3588883660757402,.2558933053457029
2016q4,BEL,IMN,Debt (All),B,0,.0376999977744141,0,.0447896370188763,0
2016q4,BEL,IMN,Equity (All),EF,0,.0237999992974348,.0024791840561743,.0327295993761369,.0046898391613512
2016q4,BEL,IND,Debt (All),B,0,.0950999956010742,.2314119055898438,.2536285860494879,.4583102216946192
2016q4,BEL,IND,Equity (All),EF,0,.2347000032441527,.229922871846594,1.331426595335914,1.244479663344772
2016q4,BEL,IOT,Debt (All),B,0,0,0,0,0
2016q4,BEL,IOT,Equity (All),EF,0,0,0,0,0
2016q4,BEL,IRL,Debt (All),B,0,22.50079868829836,17.63096759991225,24.03780568768257,18.50954285361506
2016q4,BEL,IRL,Equity (All),EF,0,14.38769966426961,14.05773797687181,2.930929980541347,2.192476320762725
2016q4,BEL,IRN,Debt (All),B,0,0,0,0,0
2016q4,BEL,IRN,Equity (All),EF,0,0,0,0,0
2016q4,BEL,IRQ,Debt (All),B,0,.0008,.0008,.0084025913877605,.0084025913877605
2016q4,BEL,IRQ,Equity (All),EF,0,0,0,0,0
2016q4,BEL,ISL,Debt (All),B,0,.0947999936411133,.0947999936411133,.1317274615359482,.1317274615359482
2016q4,BEL,ISL,Equity (All),EF,0,0,0,.000143542071373,3.56561664375e-13
2016q4,BEL,ISR,Debt (All),B,0,.0961000009296875,.2750620838154297,.1170384896537794,.3585642774759588
2016q4,BEL,ISR,Equity (All),EF,0,.1386999936719051,.1509598884430814,.2457422188632629,.2587605106305705
2016q4,BEL,ITA,Debt (All),B,0,20.34539945686522,20.94038460917126,27.04858284669398,28.17021574228127
2016q4,BEL,ITA,Equity (All),EF,0,2.348999975868337,2.397092201845557,3.205132086624598,3.266427202740012
2016q4,BEL,JAM,Debt (All),B,0,.0006999999335938,.0006999999335938,.0232486096879833,.0232295354671257
2016q4,BEL,JAM,Equity (All),EF,0,0,1.21023739219e-07,9.53083935892e-11,1.21023739219e-07
2016q4,BEL,JEY,Debt (All),B,0,.7534999878674622,.1976378647252655,1.078442715949982,.2694372268521654
2016q4,BEL,JEY,Equity (All),EF,0,.4789999646923285,.0319844351598358,1.064613399248608,.0366675389543561
2016q4,BEL,JOR,Debt (All),B,0,.0001000000078125,.0001000000078125,.0058599661710123,.0058599661710123
2016q4,BEL,JOR,Equity (All),EF,0,0,0,.0011740940439313,.0006491948119426
2016q4,BEL,JPN,Debt (All),B,0,.3057999801234131,.7065725960037842,2.840448150702892,3.503558965444793
2016q4,BEL,JPN,Equity (All),EF,0,2.26919986975626,2.554127878421764,5.6132641658982,6.201194023451712
2016q4,BEL,KAZ,Debt (All),B,0,.0196999987890778,.0166086998984528,.0862547868081154,.0826166446580547
2016q4,BEL,KAZ,Equity (All),EF,0,.0002999999960937,.0004033468645477,.0019208081103332,.0075695735662506
2016q4,BEL,KEN,Debt (All),B,0,.000700000015625,.000700000015625,.0192590147806713,.0192593299383671
2016q4,BEL,KEN,Equity (All),EF,0,.0006000000625,.0006000000625,.0085363853507453,.004863932658904
2016q4,BEL,KGZ,Debt (All),B,0,0,0,0,0
2016q4,BEL,KGZ,Equity (All),EF,0,0,1.31104821777e-06,0,3.58424921177e-06
