"iso","year","Population","GDP","consumption","GDP_pc","consumption_pc","gdp_log_diff","consumption_log_diff","gdp_log_diff_total","cons_log_diff_total","gdp_dev","cons_dev","EHB_dev","ehb_crude_dev_non_ppp","eq_ehb_crude_dev_non_ppp","debt_ehb_crude_dev_non_ppp","fdi_ehb_crude_dev_non_ppp","eq_debt_ehb_crude_dev_non_ppp","time"
"AUS",2003,19720737,800956414830.997,606002366134.907,40614.9331452976,30729.1946611786,0.0346613589706664,0.0276833877168521,0.0106311721123795,0.0171283465560563,0.0240301868582868,0.0105550411607958,0.165617507915325,-0.617485342963091,0.00872430345457342,-1.30978184023838,0.0570373956555976,-0.942272800757038,5
"AUT",1993,7905632,303411114328.736,227809283421.987,38379.1092639697,28816.0748466393,-0.0114683434056175,-0.00147136682785387,0.00191849612916606,0.00789719321884874,-0.0133868395347836,-0.00936856004670261,0.0298991652934717,0.16375165796204,-0.507058877512878,0.523956008827177,-0.657720646700178,0.399412970649268,-5
"AUT",1994,7936118,309406417942.052,231741390068.115,38987.1241760836,29200.8498447371,0.0157181603153944,0.0132644272936613,0.0160077203411308,0.0131092060894371,-0.000289560025736435,0.000155221204224176,-0.0030769117920636,0.142162357102617,-0.395119004478235,0.495961660319694,-0.706240532388925,0.378372793825616,-4
"AUT",1995,7948278,316327052864.144,234997217306.534,39798.186835456,29565.8024677212,0.0205899120673863,0.0124205582720567,0.0164189616558748,0.00788541834596757,0.0041709504115115,0.00453513992608912,-0.0234555783907884,0.0738653677092035,-0.53578008312725,0.448896804595385,-0.76817318887685,0.317466469335178,-3
"AUT",1996,7959016,320477543403.82,240150550175.765,40265.9755180566,30173.3970852384,0.0116854780440701,0.0203422735562953,0.0143345315062628,0.0123294709505206,-0.0026490534621928,0.00801280260577464,-0.0353529158207524,-0.0138565639004137,-0.669992038741901,0.362902794671866,-0.833969665791387,0.208653317746794,-2
"AUT",1997,7968041,327214139422.784,242609174039.915,41065.8202465053,30447.7818374573,0.0196693189397266,0.00905250049110329,0.0195151624293839,0.0168126444876115,0.000154156510342673,-0.00776014399650826,-0.15399350019626,0.0242522377707928,-0.293486918129884,0.375583976562011,-0.660597880081286,0.230154759548776,-1
"AUT",1999,7992323,348633047508.445,255016694316.926,43620.9907317866,31907.7062221992,0.0315003896270163,0.0242348079431451,0.0160177399246013,0.0251573996252539,0.015482649702415,-0.000922591682108731,-0.346345348277785,0.0814443245350916,-0.0458488677910709,0.488629486639063,-0.690046721143556,0.292040159109568,1
"AUT",2000,8011566,356316610815.344,259741103722.193,44475.276221321,32420.7656433453,0.0193949709395156,0.0159515774380736,0.025208860152242,0.0275642349097236,-0.00581388921272641,-0.01161265747165,-0.499091463073946,0.221923538903341,0.32124184985548,0.582499366309189,-0.557857845922398,0.4281080093175,2
"AUT",2001,8042293,358502688155.455,261623458223.303,44577.1732210521,32530.9533267817,0.00228847257632125,0.0033929137177271,0.00102400552994553,0.00920533032873294,0.00126446704637573,-0.00581241661100584,-0.428989338686519,0.183254614578261,-0.0101308841880245,0.569322527834734,-0.547969233532559,0.385986824599539,3
"AUT",2002,8080292,361300755266.916,260931462362.572,44713.8241126578,32292.3308170759,0.00306080125366925,-0.00736228010344497,0.00425210514906205,0.0134560726341046,-0.00119130389539279,-0.0208183527375496,-0.31742777659715,0.272818347397806,-0.00673177938235381,0.612519085710768,-0.319780085641085,0.455209568373643,4
"AUT",2003,8114402,365105953323.027,266679869845.218,44994.8071740871,32865.0059296074,0.00626436890781434,0.0175786761063126,0.0106311721123795,0.0171283465560563,-0.00436680320456517,0.000450329550256257,-0.254850563333033,0.244131590914891,-0.00538534043123473,0.606825225992212,-0.36182818729926,0.443305711224214,5
"BEL",1993,10084479,362560805855.214,271759358949.567,35952.3586548412,26948.2795243628,-0.00158748262187736,-0.00356580703800802,0.00191849612916606,0.00789719321884874,-0.00350597875104341,-0.0114630002568568,-0.290989002993116,1.51275117021946,2.11728028207146,1.67950898519582,1.24216845721268,1.68158872619339,-5
"BEL",1994,10115601,373225113331.549,277743793419.63,36895.9899991655,27456.9739770904,0.0259081817029667,0.018700741007768,0.0160077203411308,0.0131092060894371,0.00990046136183587,0.00559153491833086,-0.276911245476779,1.47706209282156,1.93594218235403,1.67255974134645,1.13361647257658,1.65255770304863,-4
"BEL",1995,10136814,381194721730.556,283452782578.322,37604.983353799,27962.709247533,0.0190337045871161,0.0182516131528256,0.0164189616558748,0.00788541834596757,0.00261474293124131,0.0103661948068581,-0.23753602916576,1.35061355024571,1.66614941134874,1.57844211966495,0.978528596253882,1.5351442730182,-3
"BEL",1996,10156641,380176492473.258,285882256300.804,37431.3212875456,28147.3231455954,-0.00462875609741253,0.00658044760880472,0.0143345315062628,0.0123294709505206,-0.0189632876036754,-0.0057490233417159,-0.19207939800027,1.2850237692792,1.46479535672431,1.50717079509283,0.993435080359056,1.43799297108643,-2
"BEL",1997,10181246,391218976594.446,288779994496.771,38425.4517172501,28363.9148387899,0.0262122236504805,0.00766547545186924,0.0195151624293839,0.0168126444876115,0.00669706122109659,-0.00914716903574231,-0.144623928533676,1.24853714561051,1.25619589295313,1.48637771298075,0.99490482985531,1.38894047942091,-1
"BEL",1998,10203012,402277915992.966,297733020089.058,39427.3687018075,29180.894826847,0.0257401670848267,0.0283964753862573,0.0174795874558704,0.0204575910758287,0.00826057962895632,0.00793888431042866,-0.0741764767978209,1.21424251069786,1.30750032506003,1.4037591036091,1.15236430824443,1.30897712250352,0
"BEL",1999,10226419,414379599783.597,303967574008.308,40520.4988944416,29723.7551100056,0.0273477793488972,0.0184323530811064,0.0160177399246013,0.0251573996252539,0.0113300394242959,-0.00672504654414752,-0.161455456686956,1.18658888694004,1.24288786345668,1.40200665777283,1.13744235456788,1.27369325135223,1
"BEL",2000,10251251,427559927360.673,313625397390.629,41708.07322547,30593.8658014158,0.0288867209896484,0.0288529633921808,0.025208860152242,0.0275642349097236,0.0036778608374064,0.0012887284824572,-0.121851843637465,1.14523989504112,1.20474452567175,1.30919601069744,1.17758645218664,1.18756478997882,2
"BEL",2001,10286571,430209348910.006,317146445051.914,41822.4254622854,30831.1141829395,0.00273797738667447,0.00772485595820172,0.00102400552994553,0.00920533032873294,0.00171397185672895,-0.00148047437053123,-0.10219545538993,1.08842907767406,1.06585297890731,1.2607778264695,1.06762184578943,1.14114360528255,3
"BEL",2002,10332786,437530091003.839,322350960114.85,42343.86456894,31196.9066343627,0.0123908462154212,0.0117945627506639,0.00425210514906205,0.0134560726341046,0.00813874106635915,-0.00166150988344071,-0.160985190009841,1.11430342745444,1.05025740591558,1.26436138657178,1.11177735958705,1.15981148285191,4
"BEL",2003,10376131,443207887729.463,326545945689.737,42714.1761924038,31470.8773134935,0.00870732407709163,0.00874364489442669,0.0106311721123795,0.0171283465560563,-0.00192384803528789,-0.00838470166162963,-0.163274756361939,1.09614793019203,0.996381707498157,1.26144581007118,1.12320806212242,1.14608237228459,5
"CAN",1993,28684764,885375847787.585,721902316943.477,30865.7183927881,25166.7511346259,0.0095699184072835,0.00210672985109106,0.00191849612916606,0.00789719321884874,0.00765142227811744,-0.00579046336775768,0.0546093042018339,0.210350104193077,1.30479741139605,-0.470165494983438,1.15245904783616,-0.107694787392191,-5
"CAN",1994,29000663,937080612096.658,742773863932.216,32312.3858270639,25612.3063094184,0.0458044879678283,0.0175492272666418,0.0160077203411308,0.0131092060894371,0.0297967676266975,0.00444002117720466,0.0438510530389054,0.20942544889866,1.26171243792673,-0.391380366731882,1.06245849115533,-0.068367870620587,-4
"CAN",1995,29302311,963295312995.076,746409915548.541,32874.380215099,25472.7320158653,0.0172430186835602,-0.00546440388155212,0.0164189616558748,0.00788541834596757,0.000824057027685399,-0.0133498222275197,0.0440100097484384,0.31367637264698,1.25836565325927,-0.317611252371144,1.16666791763809,0.00359898010974491,-3
"CAN",1996,29610218,980575222005.217,756854849204.851,33116.109513453,25560.5969940799,0.00732621868853656,0.00344343850339079,0.0143345315062628,0.0123294709505206,-0.00700831281772629,-0.00888603244712982,0.0511264409296163,0.365727237421592,1.24857683401078,-0.350456910860282,1.25755514601353,0.0121567953896456,-2
"CAN",1997,29905948,1017779468267.95,780913771365.543,34032.676986797,26112.3229186897,0.0273012946778159,0.0213553595705207,0.0195151624293839,0.0168126444876115,0.00778613224843205,0.00454271508290915,0.0620521693583542,0.358074571781932,1.06844598581404,-0.423949991248799,1.2601834297826,-0.047255454054825,-1
"CAN",1998,30155173,1045102575297.6,803884543191.791,34657.48895878,26658.2633497673,0.0181926829354619,0.0206918265769307,0.0174795874558704,0.0204575910758287,0.00071309547959153,0.00023423550110202,0.0802021194807124,0.335534824214183,0.916039029282425,-0.525856997259432,1.27978146233124,-0.131197390048306,0
"CAN",1999,30401286,1100873200968.53,831906467540.304,36211.4024047708,27364.1867498731,0.0438602189426529,0.0261359335710445,0.0160177399246013,0.0251573996252539,0.0278424790180516,0.000978533945790616,0.107037262626697,0.30750623945303,0.908991131528079,-0.69653683958257,1.20525674080361,-0.12147205949225,1
"CAN",2000,30685730,1176084593888.87,866074347013.881,38326.7595031591,28224.0098903914,0.0567742809748779,0.03093792471822,0.025208860152242,0.0275642349097236,0.0315654208226359,0.00337368980849639,0.0196347668625569,0.147260309182104,0.714096468850123,-0.878363442559797,0.98242918944391,-0.3119657885749,2
"CAN",2001,31020855,1187018336730.86,885550860086.531,38265.1715025539,28546.9520452138,-0.00160821154579693,0.0113771416673583,0.00102400552994553,0.00920533032873294,-0.00263221707574246,0.00217181133862532,0.00134285506824827,0.0300705155553624,0.666470623618346,-0.935602654723584,0.777413666887575,-0.375824049522465,3
"CAN",2002,31359199,1210652065800.77,917551494166.752,38605.9626650785,29259.4046859026,0.00886661550848622,0.0246508778055254,0.00425210514906205,0.0134560726341046,0.00461451035942417,0.0111948051714208,0.117878962356964,-0.127448324191541,0.632272214422731,-1.06458706167258,0.613724608610217,-0.533323963893332,4
"CAN",2003,31642461,1238410114877.46,935884972540.576,39137.6042109197,29576.8705392598,0.0136770116065712,0.0107916054546031,0.0106311721123795,0.0171283465560563,0.00304583949419168,-0.00633674110145321,0.0607792574473631,-0.148109568560159,0.593025351327341,-1.15149084284345,0.606789163167577,-0.556087464702446,5
"CHE",1993,6938265,376733960923.984,254503219793.963,54298.0069115239,36681.103963882,-0.0198087528206017,-0.0197029131708071,0.00191849612916606,0.00789719321884874,-0.0217272489497677,-0.0276001063896558,-0.239613550122509,1.60978350361443,2.30405534998711,1.7326272449201,1.46471625220172,1.75656015504284,-5
"CHE",1994,6993795,382774549651.494,255738369172.057,54730.5932832595,36566.4662993492,0.0079353241431086,-0.00313014500605391,0.0160077203411308,0.0131092060894371,-0.00807239619802225,-0.016239351095491,-0.238238586201173,1.57281013462006,2.22493908615412,1.68594753399196,1.45204650932535,1.70812958324229,-4
"CHE",1995,7040687,380602509991.341,255945650121.767,54057.5813115028,36352.3687563113,-0.0123730462491825,-0.00587223199885756,0.0164189616558748,0.00788541834596757,-0.0287920079050572,-0.0137576503448251,-0.187842998272808,1.50218318643634,2.10028753207216,1.61141374383176,1.42479700584815,1.62949056666001,-3
"CHE",1996,7071851,380539254240.098,259396788915.026,53810.4174197247,36680.1830122023,-0.00458271827138468,0.00897726971146895,0.0143345315062628,0.0123294709505206,-0.0189172497776475,-0.00335220123905167,-0.205907398720207,1.50329005214715,2.03347464261224,1.62966248375958,1.34512367718444,1.6309018975189,-2
"CHE",1997,7088906,384658525279.719,263733331624.056,54262.0434351534,37203.671712399,0.00835788582684316,0.0141708215512359,0.0195151624293839,0.0168126444876115,-0.0111572766025407,-0.0026418229363756,-0.145048870679562,1.6037977672401,2.04266638420118,1.72820528210118,1.45788521192033,1.72197663398392,-1
"CHE",1998,7110002,394526691112.158,268921190660.548,55488.9704830122,37822.9416335674,0.0223593043799912,0.0165083816915121,0.0174795874558704,0.0204575910758287,0.00487971692412081,-0.00394920938431653,-0.152579744597788,1.59240642741222,1.94985915669551,1.76291637557196,1.37036784706614,1.72313251787639,0
"CHE",1999,7143991,398913980157.529,274131629199.206,55839.0933243797,38372.3368631351,0.0062899503275684,0.0144209657498031,0.0160177399246013,0.0251573996252539,-0.00972778959703291,-0.0107364338754508,-0.158334851729946,1.49981266486886,1.83227093080312,1.66988801832006,1.31646204321258,1.61850419587276,1
"CHE",2000,7184250,412939991596.182,279677683839.636,57478.5108530719,38929.2805567228,0.028936932361864,0.0144098752221602,0.025208860152242,0.0275642349097236,0.00372807220962201,-0.0131543596875634,-0.0985794446474848,1.54509488449066,1.80260832998724,1.72718790146185,1.35885734768071,1.64838855360822,2
"CHE",2001,7226647,419941582642.502,284860188902.077,58110.1557392387,39418.0300908675,0.0109292925032314,0.0124766471307893,0.00102400552994553,0.00920533032873294,0.00990528697328585,0.00327131680205639,-0.229563322326318,1.42231340800246,1.66759220621899,1.56258456597429,1.28882339189548,1.50838122717913,3
"CHE",2002,7284754,416934743521.075,283720312669.295,57233.8809959918,38947.1370851088,-0.0151943980245761,-0.0120180608413918,0.00425210514906205,0.0134560726341046,-0.0194465031736382,-0.0254741334754964,-0.103450507640911,1.41437382119396,1.60078178786005,1.55603942398793,1.29313926073806,1.4960593086408,4
"CHE",2003,7339002,417981197792.438,287027123578.228,56953.4110758436,39109.8304072173,-0.00491246405954904,0.00416858514825869,0.0106311721123795,0.0171283465560563,-0.0155436361719286,-0.0129597614077976,-0.145349027032044,1.29822254560266,1.5607920952138,1.4276598121106,1.19996317291053,1.38778164703195,5
"DEU",1993,81156368,3141888199518.32,2382744262369.4,38714.0070082771,29359.9174173172,-0.0229754118007026,-0.0100962734915182,0.00191849612916606,0.00789719321884874,-0.0248939079298687,-0.0179934667103669,-0.0856174077686609,0.261757226542256,0.528685533976519,0.494290725555337,-0.093293358525413,0.443723693816497,-5
"DEU",1994,81438346,3199957033409.45,2410624316880.08,39293.0012774259,29600.6050623877,0.0148449457221282,0.00816441143729385,0.0160077203411308,0.0131092060894371,-0.0011627746190026,-0.00494479465214326,-0.105499908916452,0.22641260619334,0.596556695502899,0.432173704327793,-0.100614393150048,0.399291168621426,-4
"DEU",1995,81678046,3252252156978.08,2444588911109.73,39817.9476156675,29929.5714188575,0.0132713372900621,0.0110521998939745,0.0164189616558748,0.00788541834596757,-0.00314762436581262,0.00316678154800698,-0.0957104629091456,0.158426797824432,0.425295524694004,0.381715885849353,-0.153626923424365,0.332866565367785,-3
"DEU",1996,81914834,3254084855442.36,2469161913979.25,39725.2206534699,30143.0375111211,-0.00233148883101819,0.00710696587216653,0.0143345315062628,0.0123294709505206,-0.016666020337281,-0.00522250507835409,-0.08742095968632,0.110498146566029,0.335998772536448,0.318957323788914,-0.148780378907631,0.25769018708103,-2
"DEU",1997,82034775,3256101257902.86,2460716948503.7,39691.7192483658,29996.0224003016,-0.000843684159391955,-0.00488918196896293,0.0195151624293839,0.0168126444876115,-0.0203588465887758,-0.0217018264565745,-0.0864750467611585,0.144113009667377,0.400970002526542,0.300149610028655,0.0386262553337802,0.253171821802293,-1
"DEU",1998,82047197,3317128178967.01,2480360776171.98,40429.5125276127,30230.9020522905,0.0184174436130906,0.0077998617701347,0.0174795874558704,0.0204575910758287,0.000937856157220196,-0.012657729305694,-0.107608962135871,0.204763893813346,0.515035051568217,0.368908904574859,0.0536896416351584,0.320409278060524,0
"DEU",1999,82100243,3387396905166.34,2564297485602.36,41259.2798923426,31233.7380731304,0.0203160281813286,0.0326342110917661,0.0160177399246013,0.0251573996252539,0.00429828825672729,0.00747681146651225,-0.0719155437787443,0.216977367401354,0.492473859396807,0.387628335080164,0.0984184177804142,0.321071806539095,1
"DEU",2000,82211501,3423570364970.74,2597474021351.96,41643.4479765883,31595.020036819,0.00926799018514579,0.0115006553250563,0.025208860152242,0.0275642349097236,-0.0159408699670962,-0.0160635795846673,-0.0812008261062904,0.296472192301625,0.612861101710333,0.43403413365247,0.17816172542597,0.382603152225513,2
"DEU",2001,82349926,3460803614738.73,2618924788129.68,42025.582569907,31802.3939466525,0.00913449690757595,0.00654205389179552,0.00102400552994553,0.00920533032873294,0.00811049137763042,-0.00266327643693742,-0.0796365380916704,0.273059664569512,0.442266074272457,0.418363239860181,0.18953964707244,0.344935481707267,3
"DEU",2002,82488493,3455574725454.79,2619322719974.54,41891.5972371418,31753.7952835983,-0.0031932781089079,-0.00152931360783803,0.00425210514906205,0.0134560726341046,-0.00744538325796995,-0.0149853862419427,-0.164370017377734,0.299467868926152,0.382035073817742,0.460004781828157,0.190373723242844,0.377704200517499,4
"DEU",2003,82534175,3447045476564.52,2647407718103.6,41765.0685496586,32076.5030740732,-0.00302495402547898,0.0101115159514489,0.0106311721123795,0.0171283465560563,-0.0136561261378585,-0.00701683060460745,-0.120718783109212,0.239129033011494,0.289374917561076,0.442801711496859,0.0782615787208663,0.346193585551929,5
"DNK",1993,5189377,194443090631.47,146052372544.455,37469.4478029771,28144.4906670791,-0.0110082367000679,0.00159937869501725,0.00191849612916606,0.00789719321884874,-0.012926732829234,-0.00629781452383149,-0.00773692429436956,0.48630146151687,0.534651997638298,0.665836796052337,0.506395848768618,0.598528475504094,-5
"DNK",1994,5204994,203886600912.399,153639589526.858,39171.3421595489,29517.7265385623,0.0444195364244901,0.0476393604841014,0.0160077203411308,0.0131092060894371,0.0284118160833593,0.0345301543946643,-0.00987395869256225,0.326656479845771,0.453267964488359,0.420821672301817,0.554539427148606,0.372421659325929,-4
"DNK",1995,5227861,208425144215.464,155572724335.04,39868.1495578142,29758.3895851555,0.0176323363449828,0.00812011260849843,0.0164189616558748,0.00788541834596757,0.00121337468910809,0.000234694262530866,-0.00891842120280628,0.201079168713632,0.33664842908321,0.275899087937269,0.466795056611606,0.229184379353901,-3
"DNK",1996,5261503,214245018017.199,159211167001.682,40719.3568106299,30259.6362677513,0.0211258282778672,0.0167035929563522,0.0143345315062628,0.0123294709505206,0.00679129677160439,0.00437412200583154,-0.0315538224311377,0.220317261177131,0.477484231391978,0.304111473373785,0.387093607482087,0.265694522346768,-2
"DNK",1997,5284220,220667790389.814,162456184633.963,41759.7659427151,30743.6451612468,0.0252297620378705,0.0158686234172158,0.0195151624293839,0.0168126444876115,0.00571459960848664,-0.000944021070395706,-0.0361585948512577,0.204073399113277,0.575517054794265,0.272848526667695,0.286375996195053,0.264183408004956,-1
"DNK",1998,5301304,224441474342.608,166814566217.406,42337.0314818029,31466.7044593946,0.0137288130742341,0.0232466740504638,0.0174795874558704,0.0204575910758287,-0.00375077438163629,0.00278908297463509,-0.0725658256975653,0.229026954447466,0.628613941189824,0.2942380759839,0.298646479196228,0.288341286351612,0
"DNK",1999,5319111,229274257741.055,167743178496.156,43103.8678721039,31535.9424716191,0.0179505830824311,0.0021979406730015,0.0160177399246013,0.0251573996252539,0.00193284315782982,-0.0229594589522524,-0.129263225322112,0.211978365316638,0.700812225524286,0.15484535518014,0.417571254084675,0.222055760923576,1
"DNK",2000,5337344,238066869429.364,169004415190.297,44603.9958131543,31664.5161320493,0.034210712340764,0.00406876281113,0.025208860152242,0.0275642349097236,0.00900185218852201,-0.0234954720985936,-0.0920810964766128,0.328705359459048,0.780323941455405,0.177128182845632,0.642064484236337,0.261338897635023,2
"DNK",2001,5355082,240750066417.587,171207148128.788,44957.3071743041,31970.9666684448,0.00788986274570114,0.0096315103436293,0.00102400552994553,0.00920533032873294,0.00686585721575561,0.00042618001489636,-0.116689694550987,0.239258581111537,0.595825358211949,0.0732678208087119,0.588295094618565,0.138327298698505,3
"DNK",2002,5374255,241766285332.354,173822827178.157,44986.0092854458,32343.6136130789,0.000638226679773979,0.0115883867466877,0.00425210514906205,0.0134560726341046,-0.00361387846928807,-0.00186768588741693,-0.0596989123677399,0.194214738513093,0.341942294340378,0.121418873253957,0.530137668504051,0.097512962374658,4
"DNK",2003,5387174,241451586135.65,174639554809.954,44819.711807276,32417.6562349674,-0.00370349831220018,0.00228663379592398,0.0106311721123795,0.0171283465560563,-0.0143346704245797,-0.0148417127601324,-0.0259461417872773,0.161485284679677,0.337521792506411,0.167691810153779,0.380442980543359,0.136053506388718,5
"ESP",1993,39356082,1056510363950.16,847569523246.057,26844.9070705299,21535.9222812387,-0.0159756207232338,-0.0101799713936952,0.00191849612916606,0.00789719321884874,-0.0178941168523998,-0.0180771646125439,0.112342346837688,-0.30598909889981,-1.06681613248922,-0.0178269256887913,-0.5409292473315,-0.143089327050728,-5
"ESP",1994,39547353,1073027119980.06,852120704361.179,27132.716568415,21546.8454832155,0.0106641310246722,0.000507079873353078,0.0160077203411308,0.0131092060894371,-0.00534358931645862,-0.012602126216084,0.118990152343145,-0.349834917803918,-0.989453893720995,-0.0972875313875734,-0.468593983184794,-0.214927603157577,-4
"ESP",1995,39718895,1105347407736.48,868571132588.02,27829.2587882034,21867.9581239111,0.025347688441288,0.0147930415369757,0.0164189616558748,0.00788541834596757,0.00892872678541323,0.00690762319100813,0.121754482512096,-0.293400368188458,-1.05622749873082,0.0039164781863128,-0.538944013702601,-0.131003774996822,-3
"ESP",1996,39884246,1133888127661.55,883475251979.939,28429.4738243655,22150.9829214256,0.021338476101489,0.0128594051090616,0.0143345315062628,0.0123294709505206,0.00700394459522613,0.000529934158540968,0.134103811427884,-0.451007290751163,-1.16326440600491,-0.179958691703806,-0.570459285524395,-0.331544705279495,-2
"ESP",1997,40049974,1180253815997.46,910879373603.859,29469.5276455726,22743.5696613401,0.035930350575665,0.0264005820027933,0.0195151624293839,0.0168126444876115,0.0164151881462811,0.00958793751518172,0.113678111760084,-0.426223090707751,-0.655545562633624,-0.214340157494187,-0.449442587669903,-0.337191684993945,-1
"ESP",1998,40214066,1240704340603.81,949092737366.309,30852.4967508586,23601.0140672249,0.0458609107264216,0.0370072268641355,0.0174795874558704,0.0204575910758287,0.0283813232705512,0.0165496357883068,0.117136201510095,-0.298742260332381,-0.477483652834893,-0.0704936969662553,-0.327037598921886,-0.212500848213614,0
"ESP",1999,40369667,1299308003197.26,992280833579.33,32185.2544188005,24579.8617456847,0.0422907313276202,0.0406377993964213,0.0160177399246013,0.0251573996252539,0.0262729914030189,0.0154803997711674,0.0734814132573802,-0.19510188086126,-0.279186765750211,0.000127053284994627,-0.0874042414864507,-0.152359130791677,1
"ESP",2000,40554387,1366606032941.61,1042329675648.76,33698.1060259057,25702.0202437965,0.0459332244065571,0.0446421180646546,0.025208860152242,0.0275642349097236,0.0207243642543151,0.017077883154931,0.106037693370058,-0.0960245756777765,-0.0474462153397894,0.0345946687266646,0.0199263349753747,-0.0820162236834199,2
"ESP",2001,40766049,1428012948713.01,1082115673075.83,35029.4665228168,26544.5315310255,0.0387479731744751,0.0322541602541708,0.00102400552994553,0.00920533032873294,0.0377239676445296,0.0230488299254379,0.159285120324524,-0.20469476840352,-0.426179844788974,-0.0541508007535921,-0.0734361380023325,-0.205666010798994,3
"ESP",2002,41423520,1481969108269.22,1115447887907.29,35776.0303390253,26927.8875360493,0.0210885176178373,0.0143387031970921,0.00425210514906205,0.0134560726341046,0.0168364124687752,0.00088263056298743,0.192771794145241,-0.147743759640503,-0.639036407095839,0.0627722314425324,-0.147440455341409,-0.103168668272619,4
"ESP",2003,42196231,1539816856510.76,1149874485438,36491.8102877662,27250.6443866514,0.0198097341752277,0.0119147070752579,0.0106311721123795,0.0171283465560563,0.00917856206284817,-0.00521363948079845,0.207571078783022,-0.175423583845493,-0.646357349533421,0.0601779760955517,-0.182313691639921,-0.114099130728227,5
"FIN",1993,5066452,130710133262.09,100981631863.35,25799.1456865851,19931.4296993932,-0.0168382572010586,-0.0299663457381083,0.00191849612916606,0.00789719321884874,-0.0187567533302246,-0.037863538956957,0.154710712719328,-0.0360376005021792,-2.24535593503582,0.0322014700405764,0.558946428485919,-0.121525594841411,-5
"FIN",1994,5088324,136908810920.067,102726164043.835,26906.4648634929,20188.6051367474,0.0420252087748949,0.0128204754028527,0.0160077203411308,0.0131092060894371,0.0260174884337641,-0.000288730686584415,0.155154940322761,-0.149312290903393,-2.19207340329094,-0.124881054374808,0.481868220546402,-0.275645762173266,-4
"FIN",1995,5107787,147534416605.912,107581112366.909,28884.2147501279,21062.1767052754,0.0709286562466254,0.0423605155898787,0.0164189616558748,0.00788541834596757,0.0545096945907506,0.0344750972439112,0.126675955819158,-0.316380912889763,-2.02849279153523,-0.295158101523037,0.300687008621284,-0.452170612716652,-3
