"iso","year","Population","GDP","GNI","GDP_pc","GNI_pc","gdp_log_diff","GNI_log_diff","gdp_log_diff_total","gni_log_diff_total","gdp_dev","gni_dev","EHB_dev","ehb_crude_dev","eq_ehb_crude_dev","debt_ehb_crude_dev","fdi_ehb_crude_dev","eq_debt_ehb_crude_dev","time"
"AUS",1987,16263874,511483771496.244,501993605086.642,31449.073664506,30865.5616175237,0.0282223700428652,0.0278501366126278,0.0255348473212589,0.0288714823671139,0.00268752272160633,-0.00102134575448609,0.0715417161142456,-0.105997348345321,1.07186073563005,-1.21060703292281,1.81579343122209,-0.827114854280975,-15
"AUS",1988,16532164,541299311107.209,526568909821.373,32742.1934059697,31851.1786975603,0.0402950358994953,0.0314333374911069,0.0365327592503171,0.0408260742196287,0.00376227664917828,-0.00939273672852181,0.0371179186066913,0.0542599459139406,1.23493332207599,-0.979322186250526,1.89710946347518,-0.596967602356246,-14
"AUS",1989,16814416,553178373982.694,533932389754.094,32899.0536443665,31754.4415312488,0.00477932836527728,-0.00304178280320144,0.0293847642884248,0.0252681537243973,-0.0246054359231476,-0.0283099365275987,0.0124979097581052,0.0131748546705817,0.948956220182772,-1.03191039927212,1.60758322349026,-0.568426790204215,-13
"AUS",1990,17065128,528933531104.955,507707207488.501,30994.993480562,29751.1514410264,-0.0596182019332137,-0.0651647711601839,0.013971108125574,0.0126900600594517,-0.0735893100587877,-0.0778548312196357,-0.000277568675915663,-0.0148859657750871,0.959874170772372,-0.960764489893376,1.74207020166607,-0.587292892828151,-12
"AUS",1991,17284036,522486025668.68,502368079517.247,30229.3992947411,29065.4381602333,-0.0250107533845956,-0.0233180589186688,-0.00159154152538754,-0.00272806202020348,-0.023419211859208,-0.0205899968984653,-0.0015666546453218,-0.00996765216599171,1.17708040423396,-0.906698435561508,1.62845282769082,-0.471471451636208,-11
"AUS",1992,17478635,542843415183.375,528415930519.595,31057.5405449782,30232.1051111597,0.0270266931550225,0.0393546666350328,0.00789040030221599,0.00714947758168449,0.0191362928528065,0.0322051890533483,0.000464490752562718,0.0143297737939434,1.50601095378329,-0.918295931105809,1.76930683929133,-0.464411223451979,-10
"AUS",1993,17634808,560396823165.016,548092428413.893,31777.8806077739,31080.1471960394,0.022928838801457,0.0276648186664605,-0.00340563508537883,-0.00388240817350116,0.0263344738868359,0.0315472268399617,0.00377044779631408,0.129550473859646,1.52605491973758,-0.83983743457407,1.82487313487513,-0.357899363892957,-9
"AUS",1994,17805468,584047149188.773,563964166501.439,32801.5612501044,31673.6502798713,0.03170564395848,0.0189158522464226,0.0187885389977023,0.0188164926266712,0.0129171049607777,9.93596197513824e-05,-0.00275717095419148,0.098172442081282,1.54070774695881,-0.904066399650411,1.76809429886251,-0.430988744507966,-8
"AUS",1995,18004882,595520098743.082,574506648571.781,33075.4791252218,31908.3817695545,0.00831608257358774,0.00738361290243184,0.015848771362899,0.0144459526849445,-0.00753268878931124,-0.00706233978251269,-0.00926061242830023,0.180327456056209,1.68916478882114,-0.785523907890022,1.72768416871729,-0.31164795307028,-7
"AUS",1996,18224767,610735538564.649,590266428622.065,33511.2947432826,32388.1467797127,0.0130903426029985,0.014923789055743,0.0148317097559261,0.0178701593677086,-0.00174136715292761,-0.00294637031196565,0.000974996398076522,0.25378890907093,1.6604051239158,-0.663399473046382,1.79514263404389,-0.231625224142472,-6
"AUS",1997,18423037,645127011627.57,624837173466.892,35017.4084559223,33916.0787370124,0.0439627837672578,0.0460966852389557,0.0186296603121452,0.0221912097628731,0.0253331234551126,0.0239054754760826,-0.00139172617386008,0.211556840086148,1.60713819572634,-0.659763986578471,1.68410189805933,-0.265569449589325,-5
"AUS",1998,18607584,675021636679.606,654008653317.69,36276.6943134372,35147.4244758315,0.0353301828587824,0.035662142222705,0.018980453161662,0.0217722047165161,0.0163497296971205,0.0138899375061889,0.0108708410846052,0.295764054710546,1.59067737927931,-0.58266623006365,1.70320161944516,-0.186723950824411,-4
"AUS",1999,18812264,708857671677.848,688471058174.845,37680.6147137765,36596.9273116115,0.0379702584865029,0.0404129404565978,0.0203275958208504,0.0202952471772466,0.0176426626656525,0.0201176932793512,0.0379368765549588,0.295553685198563,1.5715249328545,-0.602469010024511,1.59640342001464,-0.118773338437699,-3
"AUS",2000,19028802,724529283184.536,704298065115.467,38075.4018663149,37012.2125983269,0.010422689688447,0.0112836447596898,0.0261166437776854,0.0293960548351482,-0.0156939540892385,-0.0181124100754584,0.0222379039147695,0.264575971558507,1.84722844879264,-0.596775252980554,1.42917241209155,-0.108365231436071,-2
"AUS",2001,19274701,741844365846.537,721770014324.53,38487.9830741103,37446.4960221448,0.0107776113030642,0.0116652130160606,0.00303976255030847,0.00380190788157719,0.00773784875275574,0.00786330513448341,0.0194743103651491,0.426191708414815,1.85338712784549,-0.564130903805971,1.63353569857397,-0.0455513955746414,-1
"AUS",2002,19495210,764822090881.523,743355192017.197,39231.2824987021,38130.1454058303,0.0191283868450132,0.0180920458613567,0.00568943842718639,0.00382292913555382,0.0134389484178268,0.0142691167258029,0.017793290302571,0.34854122325172,1.96195636428086,-0.535563526526962,1.41476583191801,-0.0579169944180278,0
