"iso","year","Population","GDP","GNI","GDP_pc","GNI_pc","gdp_log_diff","GNI_log_diff","gdp_log_diff_total","gni_log_diff_total","gdp_dev","gni_dev","EHB_dev","ehb_crude_dev","eq_ehb_crude_dev","debt_ehb_crude_dev","fdi_ehb_crude_dev","eq_debt_ehb_crude_dev","time","resid_stage1"
"AUS",2003,19720737,8009564148.30997,7782114519.06414,406.149331452976,394.615805639725,0.0346613589706664,0.0343223673464461,0.0122912048671653,0.0116199903834531,0.0223701541035011,0.022702376962993,-0.0287920135384329,0.427558239948246,1.8852101342345,-0.459949307003803,1.48727253881337,0.0215626847963351,-3,0.00229650941258673
"AUS",2004,19932722,8381930115.19901,8072055603.43692,420.511062924522,404.965042076888,0.0347498846069882,0.0258880998955853,0.0246676474896086,0.0264226761369253,0.0100822371173797,-0.000534576241340012,-0.0175004311819996,0.381129580531691,1.7149791397299,-0.488305570784926,1.4403893685688,-0.025067175155179,-2,-0.0099689246331278
"AUS",2005,20176844,8817171787.11359,8475407085.70628,436.994595741217,420.056133937809,0.0384500402510168,0.0365876070580544,0.018590244645126,0.0198301255349689,0.0198597956058908,0.0167574815230855,-0.056678676555833,0.384094725453447,1.49712350280229,-0.346444953214315,1.36677516788139,0.078771603453911,-1,-0.00123827603782076
"AUS",2006,20450966,9277607127.96001,8865297755.73666,453.651290993297,433.490415843274,0.0374079931088334,0.031481332615189,0.0213658475515661,0.0248719015186785,0.0160421455572672,0.00660943109651058,-0.0566482867724858,0.45264169193854,1.4684717361612,-0.198955677967053,1.30740828714287,0.211703420406684,0,-0.00805500056201208
"AUS",2007,20827622,9824285338.51402,9423648203.90962,471.695008605112,452.459152749633,0.0390037871163429,0.0428278017040089,0.0188083281161457,0.0132610790346419,0.0201954590001971,0.029566722669367,-0.0663659858563157,0.467928250314618,1.42847804430025,-0.174004692599468,1.17542037527561,0.2737694639755,1,0.0111705197583214
"AUS",2008,21249199,10077891746.8752,9724863122.93103,474.271606514448,457.657868559235,0.00544755859256618,0.0114244041835549,-0.0172992014437723,-0.0221037709787,0.0227467600363385,0.0335281751622549,-0.0752547400956606,0.257088089287337,1.39941774910288,-0.199381108193037,0.789704917482191,0.124547239055784,2,0.0128369914352526
"AUS",2009,21691653,10239289837.7014,9842756064.329,472.038246126352,453.757768683143,-0.00472015488043898,-0.00855838658510866,-0.0355812704632736,-0.034371468752588,0.0308611155828347,0.0258130821674794,-0.0451090493813019,0.463089938068066,1.42851421408827,0.0464171017487995,0.921370688113109,0.355256907419192,3,-0.00298252557718193
"AUS",2010,22031750,10818690382.6448,10385402954.2625,491.049979354559,471.383478582616,0.0394859013288018,0.0381084358356674,0.0181619500143499,0.0238900220366913,0.0213239513144519,0.014218413798976,-0.0513849532657279,0.435428738711973,1.44885072864205,0.0590361068497764,0.877045547157188,0.331305272156973,4,-0.00576960771709972
"AUS",2011,22340024,11082281945.774,10745915052.2913,496.072965086071,481.016271615969,0.0101771093737959,0.0202291559240706,0.00209711609831942,0.00582152923367207,0.00807999327547648,0.0144076266903985,-0.0874707254444487,0.345616323397908,1.37184204657995,0.0325892069439129,0.655647525023143,0.315594355966617,5,0.00686267347734792
"AUS",2012,22733465,11164712556.0492,10887510953.9118,491.113543670056,478.919995430166,-0.0100476720365386,-0.00436753895032549,0.000795119394267907,0.00265209109328168,-0.0108427914308065,-0.00701963004360717,-0.0635246831478453,0.348596088695619,1.35696225989095,0.0470523342699642,0.614677783098212,0.340903998226245,6,0.00289187490089712
"AUS",2013,23128129,11339642426.0125,11044121609.6122,490.296574617538,477.519024976564,-0.00166488856392366,-0.00292955729675093,0.0078495719989311,0.0050414621375996,-0.00951446056285477,-0.00797101943435052,-0.0880130846549603,0.32864259020183,1.46331733635641,0.0460284467153957,0.545689723236564,0.349424953696869,7,0.000602485393118266
"AUS",2014,23475686,11232919223.3975,11004429300.1405,478.491628461784,468.758582822265,-0.0243717469713651,-0.01851611487211,0.0159654849278255,0.0183743549713968,-0.0403372318991906,-0.0368904698435069,-0.0999986487112349,0.400122082742943,1.47732779565105,0.110997301816264,0.604385819442175,0.421395981727004,8,-1.58817012760265e-05
"AUS",2015,23815995,11294369036.6569,11027372766.7469,474.234607315669,463.023810961788,-0.00893656397286158,-0.0123094068106857,0.0280472653851263,0.0245583807465763,-0.0369838293579878,-0.0368677875572621,-0.104805436231678,0.518779726429725,1.53755195779733,0.313077947558368,0.655255023128297,0.56269544050174,9,-0.00298257801577386
"AUS",2016,24190907,11823659203.0659,11500746801.1401,488.764609076705,475.416105776442,0.0301788501574549,0.0264119523937145,0.0168271894449461,0.0144851185438073,0.0133516607125088,0.0119268338499072,-0.115594798004772,0.476106488736557,1.58202267873639,0.24767097870437,0.597090690361278,0.530173352294337,10,-0.000546154776908858
"AUS",2017,24592588,12151269123.3681,11766317382.3158,494.102903011595,478.449741943214,0.0108627996399084,0.00636074014428445,0.0179280727866624,0.0191654966141703,-0.00706527314675398,-0.0128047564698859,-0.120348150705844,0.439343600489676,1.50583998597799,0.16385660821407,0.587532904832958,0.481002784831456,11,-0.0064783705376411
"AUS",2018,24963258,12608580792.3528,12179059021.4336,505.08554581909,487.879387435468,0.0219840114039673,0.0195170455451779,0.0159021573282834,0.016908827659889,0.00608185407568396,0.00260821788528887,-0.137239285145791,0.394585881918654,1.52280532282361,0.117653321025443,0.522307167133316,0.44672403415381,12,-0.00315906283903549
"AUS",2019,25334826,12623354358.9544,12322806462.6571,498.260945583537,486.397911817398,-0.0136038856838825,-0.00304118090614924,0.0144967088861767,0.015257414255065,-0.0281005945700592,-0.0182985951612142,-0.146249224177613,0.424675861224681,1.56402588566984,0.0715691149252752,0.606569978463464,0.462020995239287,13,0.00726789332936055
"AUT",1993,7905632,3034111181.14332,3042569869.7323,383.791097428178,384.861054717991,-0.0114683438171541,-0.0111717835693925,-0.00135462222161831,-0.00166973190616737,-0.0101137215955358,-0.00950205166322515,0.0825441119127156,0.709007530716996,0.299653079736438,0.875587590718709,0.637386186279334,0.800475032904175,-13,0.000710920578657178
"AUT",1994,7936118,3094064216.19052,3098903571.74109,389.871246394084,390.481035153597,0.0157181597226526,0.0144970302401681,0.0220913250613259,0.0224786054372377,-0.00637316533867338,-0.00798157519706955,0.0450665003862337,0.757134936060331,0.612599639690201,0.926650172210959,0.623611649814609,0.858454481525999,-12,-0.00133460563858652
"AUT",1995,7948278,3163270564.60466,3151158153.34072,397.981872879215,396.457969052004,0.0205899115523369,0.0151906279903775,0.0196658274612975,0.0181449363020514,0.00092408409103939,-0.00295430831167387,0.0282128072147516,0.761908554989239,0.661615831182678,0.941728452504932,0.587567042210205,0.868511200499307,-11,-0.00288102692457986
"AUT",1996,7959016,3204775151.5888,3202921577.34,402.659719692585,402.426829816651,0.0116853785411513,0.0149432605145376,0.0169687253259871,0.0199157558270775,-0.00528334678483589,-0.00497249531253985,0.00289007553203657,0.776280915210083,0.706450571212899,0.964755396488156,0.602649709113461,0.888357721364269,-10,0.000604273678634678
"AUT",1997,7968041,3272140766.90926,3256919578.56418,410.658123735717,408.747843863275,0.0196692153586309,0.0155851561877753,0.020118714724223,0.0234582751556349,-0.000449499365592132,-0.00787311896785958,-0.146560379074627,0.844363654745939,1.30308076455963,0.979638011278938,0.793455982458146,0.933440947017795,-9,-0.00661598823602221
"AUT",1999,7992323,3486330131.71342,3430877428.20621,436.20986435526,429.27161830249,0.0315005471862557,0.0215970920586033,0.0228857791746693,0.0226003218471122,0.00861476801158645,-0.00100322978850897,-0.333756093375052,0.935046730334796,1.58856523190712,1.07953330219798,0.706693890502434,1.03932349386425,-7,-0.00595078518998558
"AUT",2000,8011566,3563165856.52549,3531958958.05098,444.752730805124,440.857500025711,0.0193949988109852,0.0266318325620958,0.0275917314821177,0.030749892461027,-0.00819673267113252,-0.00411805989893121,-0.498670928134556,1.13499462902893,2.28988481727555,1.22716918224233,0.891308161733626,1.23973491015497,-6,0.00149924256995222
"AUT",2001,8042293,3585026848.87029,3535737352.47817,445.771728146473,439.642941693142,0.00228853407864626,-0.0027587927168442,0.00429049256645264,0.00495620591270285,-0.00200195848780638,-0.00771499862954705,-0.457335443388261,1.15487315173609,1.91234295064075,1.29319167738154,0.927292001330401,1.26140212270705,-5,-0.00559568603275512
"AUT",2002,8080292,3613007215.58684,3591891415.97209,447.138199409976,444.524952312625,0.00306071707366939,0.0110432877457418,0.00834388227701144,0.00648753469019425,-0.00528316520334204,0.00455575305554756,-0.331066868300304,1.24996492610456,1.93100431823513,1.38973098200035,1.0794087307892,1.34747791906057,-4,0.00914329953261165
"AUT",2003,8114402,3651059976.66237,3641833421.56587,449.948126388411,448.811067231555,0.00626458365767935,0.00959582444643825,0.0122912048671653,0.0116199903834531,-0.00602662120948594,-0.00202416593701482,-0.23903730309277,1.28917517382623,1.87110049034869,1.45665775922678,1.06840695585851,1.40714119677759,-3,0.00348374124764905
"AUT",2004,8166432,3732491686.07662,3727310551.27138,457.052931571171,456.418488670619,0.0156669067667536,0.0168081134515221,0.0246676474896086,0.0264226761369253,-0.00900074072285495,-0.00961456268540317,-0.200593571856664,1.30364806864686,1.76903849330697,1.47196663660647,1.08965381287836,1.41798857485726,-2,-0.00155301394835663
"AUT",2005,8222090,3827790806.07766,3819631786.08403,465.54961160455,464.557282404356,0.0184194598678724,0.0176747442568397,0.018590244645126,0.0198301255349689,-0.00017078477725363,-0.0021553812781292,-0.0846155130912057,1.43393446303553,1.57825640944634,1.50468839018787,1.77442379039647,1.44169006712435,-1,-0.00110412347288741
