iso,year,time,gdp_usd_ppp,gni_usd_ppp,cons_usd_ppp,pop_c4_adj,gdp_pc,gni_pc,cons_pc,d_log_gdp,d_log_gni,d_log_cons,agg_d_log_gdp_gni,agg_d_log_gni,n_agg_gni,dev_gdp_gni,dev_gni,time_gdp_gni,ehb_gdp_gni,agg_d_log_gdp_cons,agg_d_log_cons,n_agg_cons,dev_gdp_cons,dev_cons,time_gdp_cons,ehb_gdp_cons,EHB_dev
NOR,1995,-3,136622308546.06,134847790330.211,83777142857.1429,4358000,31349.7724979486,30942.586124417394,19223.759260473358,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.00229402775683551
NOR,1996,-2,143800665926.748,142094814556.715,88346703296.7033,4381000,32823.70826905911,32434.33338432207,20165.87612342006,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.00103655976591154
NOR,1997,-1,151262042175.361,149651763837.074,91008241758.2418,4405000,34338.71559032032,33973.15864632781,20660.213793017436,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.00864548473712623
NOR,1998,0,155239400665.927,153955124929.453,93594835164.8352,4432000,35026.94058346729,34737.16717722315,21117.968223112635,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.20090900615141272
NOR,1999,1,158551165371.809,156645396923.305,96614615384.6154,4462000,35533.65427427364,35106.54346107239,21652.760059304215,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.14928461098026236
NOR,2000,2,163049389567.148,161449278579.356,99628351648.3517,4491000,36305.80930018883,35949.51649506925,22184.00170303979,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.16120945058826552
NOR,2001,3,167494672586.016,166312621668.217,102645384615.385,4513000,37113.820648352754,36851.89932821117,22744.379484906935,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.11471002137937247
NOR,2002,4,169800776914.539,170362884131.361,106166153846.154,4539000,37409.29211600331,37533.131555708525,23389.767315742236,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.20176734696747112
NOR,2003,5,170510987791.343,171595321864.549,109362417582.418,4565000,37351.80455451106,37589.33666255181,23956.717980814457,0,0,0,0,0,20,0,0,0,-0,0,0,22,0,0,0,-0,-0.17020832239213113
NZL,1993,-5,63608965517.2414,58635172413.7931,50741428571.4286,3598000,17678.978742979823,16296.60156025378,14102.676089891216,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.1432966299231091
NZL,1994,-4,66975172413.7931,62003448275.8621,53244285714.2857,3648000,18359.422262552933,16996.55928614641,14595.473057644105,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.13078049265204672
NZL,1995,-3,69743448275.8621,64773103448.2759,55355714285.7143,3707000,18813.986586420855,17473.186794787132,14932.752707233423,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.12903523736406777
NZL,1996,-2,72203448275.8621,66254482758.6207,57440714285.7143,3762000,19192.835799006407,17611.50525215861,15268.664084453563,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.05459956564193302
NZL,1997,-1,73251724137.931,67627586206.8966,59470000000,3803000,19261.56301286642,17782.69424320184,15637.654483302656,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.04764810003348974
NZL,1998,0,73622758620.6897,68959310344.8276,60848571428.5714,3829000,19227.672661449385,18009.744148557744,15891.504682311675,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.02555313424451744
NZL,1999,1,77424137931.0345,71686896551.7242,63143571428.5714,3851000,20104.943633091276,18615.13802953108,16396.668768779902,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.09147887217200334
NZL,2000,2,79201379310.3448,74255172413.7931,63677857142.8571,3873000,20449.620271196694,19172.52063356393,16441.48131754637,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.01397955214076973
NZL,2001,3,81909655172.4138,78264137931.0345,65672857142.8571,3912000,20938.050913193714,20006.170227769555,16787.540169442,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.1375751522159444
NZL,2002,4,85627586206.8965,80922068965.5172,68436428571.4286,3976000,21536.11323111079,20352.633039617,17212.381431445825,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.11292379900995386
NZL,2003,5,88748275862.069,85104827586.2069,71711428571.4286,4039000,21972.833835619957,21070.76691909059,17754.74834647898,0,0,0,0,0,20,0,0,0,-0,0,0,22,0,0,0,-0,-0.08524142868501805
PRT,1993,-5,139761538461.538,139074719795.07,122314785373.609,9974000,14012.58657123902,13943.725666239223,12263.363281893824,0,0,0,0,0,22,0,0,-0,NA,0,0,22,0,0,-0,NA,NA
PRT,1994,-4,141110769230.769,139822774272.886,124456279809.221,9998000,14113.899703017505,13985.074442177034,12448.117604442989,0,0,0,0,0,22,0,0,-0,NA,0,0,22,0,0,-0,NA,NA
PRT,1995,-3,147153846153.846,146520276449.892,125308426073.132,10030000,14671.370503872982,14608.203035881555,12493.362519753939,0,0,0,0,0,22,0,0,-0,NA,0,0,22,0,0,-0,NA,NA
PRT,1996,-2,152370769230.769,151109111695.912,129208267090.62,10058000,15149.211496397795,15023.773284540861,12846.318064289122,0,0,0,0,0,22,0,0,-0,NA,0,0,22,0,0,-0,NA,NA
PRT,1997,-1,158404615384.615,156137897008.06,133168521462.639,10091000,15697.61325781538,15472.985532460609,13196.761615562284,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.04526730293327619
PRT,1998,0,165660000000,163175830155.602,139599364069.952,10129000,16355.020238917958,16109.767020989435,13782.146714379702,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.10259495421001295
PRT,1999,1,171956923076.923,169274821666.346,146863275039.746,10172000,16904.9275537675,16641.252621544045,14437.994007053283,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.11356333870673808
PRT,2000,2,177766153846.154,173490769230.769,151480127186.01,10226000,17383.742797394287,16965.653161624195,14813.233638373755,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.12591877312552902
PRT,2001,3,180661538461.538,175926451872.077,154058823529.412,10293000,17551.883655060527,17091.853868850383,14967.33931112523,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.094001503440158
PRT,2002,4,181355384615.385,178579810605.562,156009538950.715,10368000,17491.838793922165,17224.132967357447,15047.216333981,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.04109453040920752
PRT,2003,5,179180000000,176836093607.007,155217806041.335,10444000,17156.26196859441,16931.83584900488,14861.911723605419,0,0,0,0,0,20,0,0,0,-0,0,0,22,0,0,0,-0,-0.0332541603049048
SWE,1993,-5,187809140369.967,184232970620.239,163317653631.285,8719000,21540.215663489736,21130.057417162407,18731.23679679837,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.0095937320807915
SWE,1994,-4,195631011969.532,194929815016.322,164788268156.425,8781000,22278.89898297825,22199.045099228104,18766.458052206468,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.00958494052392555
SWE,1995,-3,203560391730.141,204050707290.533,165668938547.486,8827000,23061.10702731857,23116.65427557868,18768.430785939276,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.01893825792370673
SWE,1996,-2,206188465723.613,206448639825.898,167790167597.765,8841000,23321.84885461068,23351.276985171135,18978.641284669724,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.00310035796829522
SWE,1997,-1,211214689880.305,211347878128.4,170086703910.615,8846000,23876.8584535728,23891.914778250055,19227.527007756613,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.02061053940625734
SWE,1998,0,218914472252.448,220192491838.955,175390055865.922,8851000,24733.303836001356,24877.69651327025,19815.846329897413,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.05882226259424639
SWE,1999,1,228937214363.439,228899891186.072,180751284916.201,8858000,25845.248855660306,25841.03535629623,20405.428416821065,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.05277540625982802
SWE,2000,2,238842981501.632,237052992383.025,185675754189.944,8872000,26920.98529098647,26719.2281766259,20928.286089939586,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.02456153050260301
SWE,2001,3,241343525571.273,237650054406.964,186752290502.793,8896000,27129.443072310365,26714.259713013038,20992.838410835546,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.07907421134868453
SWE,2002,4,246112404787.813,242078346028.292,189963351955.307,8925000,27575.61958406868,27123.624204850643,21284.409182667452,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.1081588021291141
SWE,2003,5,249721762785.637,246419477693.145,192351955307.263,8959000,27873.84337377352,27505.243631336645,21470.248387907468,0,0,0,0,0,20,0,0,0,-0,0,0,22,0,0,0,-0,-0.07871168632324355
TUR,1993,-5,373884990994.449,376800810482.24,325633623561.563,59491000,6284.731992981274,6333.7447762222855,5473.661958305676,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.15300712198046562
TUR,1994,-4,353487085892.288,355266569892.296,308054209815.06,60573000,5835.720302647846,5865.0978140804655,5085.668694221187,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.13902275607990888
TUR,1995,-3,378907113647.1,383418928389.949,323576752379.984,61646000,6146.499588734062,6219.688680367728,5248.9496865974115,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.13254831272549283
TUR,1996,-2,405450768424.471,411103679478.64,351069831697.741,62695000,6467.035145138703,6557.200406390302,5599.646410363523,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.15227093500796285
TUR,1997,-1,435976345665.525,444403486931.52,379004539756.75,63745000,6839.381059934505,6971.581879857557,5945.635575445133,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.1791910342010271
TUR,1998,0,449456142228.652,460587235452.948,384074815642.963,64789000,6937.229193669481,7109.034488153051,5928.086799348084,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.17985823465098838
TUR,1999,1,428291495659.62,433091923013.623,377686000158.101,65819000,6507.110342904329,6580.044106012291,5738.251874961653,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.24966523705961183
TUR,2000,2,459812573815.991,463550139512.224,401413656160.48,67461000,6815.976250218512,6871.379604693438,5950.306935273417,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.2828555485941382
TUR,2001,3,425347555214.362,420749911630.973,364845192789.09,68610000,6199.49796260548,6132.486687523291,5317.667873328815,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.29482217806380695
TUR,2002,4,459127852988.071,454923709616.744,373866487485.554,69666000,6590.415022939037,6530.067889885224,5366.555959658284,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.3000396233553624
TUR,2003,5,485731641962.915,481570447826.051,394693152345.353,70802000,6860.422614656577,6801.650346403365,5574.604564070973,0,0,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,0.3178692167411129
USA,1993,-5,7472000000000,7329300000000,6383000000000,260282000,28707.325131972244,28159.07362015045,24523.401541405092,0,0,0,0,0,22,0,0,-0,0,0,0,22,0,0,-0,0,0.00869310820086399
USA,1994,-4,7775500000000,7622800000000,6575100000000,263455000,29513.579169118068,28933.97354386897,24957.203317454594,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.01024917829598559
USA,1995,-3,7972800000000,7873500000000,6718100000000,266588000,29906.82251264123,29534.337629600734,25200.309091181898,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.00953636352130948
USA,1996,-2,8271400000000,8185600000000,6911400000000,269714000,30667.299435698555,30349.184691932936,25624.92121284027,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.01654055009863786
USA,1997,-1,8647600000000,8605700000000,7141100000000,272958000,31681.064486111416,31527.561016713193,26161.900365624017,0,0,0,0,0,22,0,0,-0,-0,0,0,22,0,0,-0,-0,-0.01831919299628781
USA,1998,0,9012500000000,9086800000000,7458500000000,276154000,32635.77569037566,32904.82846527662,27008.480775219625,0,0,0,0,0,22,0,0,0,-0,0,0,22,0,0,0,-0,-0.01698105022918095
USA,1999,1,9417100000000,9517200000000,7816300000000,279328000,33713.41218925421,34071.77225340818,27982.51517928743,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.02678005718308407
USA,2000,2,9764800000000,9930900000000,8143500000000,282425000,34574.842878640346,35162.96361865982,28834.20377091263,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.06801374397320892
USA,2001,3,9838900000000,10008700000000,8359500000000,285358000,34479.145494431556,35074.18751182725,29294.780591397473,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.08027657834692892
USA,2002,4,10023500000000,10126600000000,8635700000000,288240000,34774.840410768804,35132.52844851513,29960.102692200944,0,0,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0.0878268705775509
USA,2003,5,10330000000000,10405300000000,8916300000000,291085000,35487.9159008537,35746.603225861865,30631.25891062748,0,0,0,0,0,20,0,0,0,0,0,0,22,0,0,0,0,0.07340468485026663
