iso,year,gdp_dev,gni_dev
NOR,2000,-0.012944087463276688,0.08836947311448107
NOR,2001,9.95301519756353e-4,-0.0014540319168485638
NOR,2002,-0.00456996913898422,-0.03386218859260026
NOR,2003,-0.0156206570279398,-0.011841097608796147
NOR,2004,0.0026498462698576475,0.031169813534523527
NOR,2005,-0.006781276534306713,0.06180725984639324
NOR,2006,-0.01407102644080993,0.013116022696184615
NOR,2007,-0.007134732986154191,-0.013969645083019344
NOR,2008,-0.011503452696748795,0.0523625278197386
NOR,2009,0.004113480212641463,-0.07636112044178311
NOR,2010,-0.03185982285139133,-0.006406663577836369
NOR,2011,-0.019572419097643845,0.016378861320909266
NOR,2012,0.001997168263375926,0.006951902632366114
NOR,2013,-0.015239212283466586,-0.014142517026035861
NOR,2014,-0.011537883119741466,-0.017942488757132224
NOR,2015,-0.01599538793116473,-0.05660903656581695
NOR,2016,-0.0150868902223813,-0.048748921509400134
NOR,2017,-0.008251871482512385,0.0015782695571271432
NOR,2018,-0.02135115605769755,0.01607813446137385
NOR,2019,-0.013611563828437312,-0.057989536326712
NOR,2020,0.026345786077124345,-0.021782756178184925
NOR,2021,-0.02522727550488213,0.08300287182178145
NOR,2022,-0.008207822891355576,0.19780196631364078
NOR,2023,-0.027337632488363184,NA
NOR,2024,-0.005681571414230646,NA
NOR,2025,NA,NA
NZL,1990,NA,NA
NZL,1991,-0.059961716884787464,-0.10174190216896051
NZL,1992,-0.018993608052037203,-0.01909818214603476
NZL,1993,0.038081217548743496,0.03129053429592865
NZL,1994,0.004280899291726925,-0.17312640274866808
NZL,1995,0.006383229481786046,-0.1761800208051323
NZL,1996,-0.009061421249656476,-0.025035306868248952
NZL,1997,-0.02617203525613654,-0.0046236382805719956
NZL,1998,-0.030624490054693254,-0.025616047231753925
NZL,1999,0.01510758777243737,-0.06214356862868087
NZL,2000,-0.016657881231392224,-0.013963100902049774
NZL,2001,0.010400950150174282,0.03106889449218464
NZL,2002,0.015191084554762924,0.01154048824306031
NZL,2003,0.00841273524100039,0.027036442277490025
NZL,2004,-0.0045949784100685065,-0.010578610286271939
NZL,2005,-0.004893018167610563,-0.016314652962178045
NZL,2006,-0.014455274924403128,-0.03329031968564067
NZL,2007,-0.004662347319856153,0.02749838586939468
NZL,2008,-0.022475998971650313,-0.020750006046233338
NZL,2009,0.025124414110264226,0.0514141476335066
NZL,2010,-0.023215028128044324,-0.018277177997095606
NZL,2011,-0.0036282834887888527,0.011292405219553103
NZL,2012,0.006084416932552017,-0.002262647328700851
NZL,2013,0.0024306932172599716,0.02974003592712826
NZL,2014,-9.647435653370451e-4,-0.007278180688258473
NZL,2015,-0.008875841467036238,-0.0057610929435298885
NZL,2016,-0.0029229591849340153,0.005865742826255627
NZL,2017,-0.011499988124093363,0.002186092322537192
NZL,2018,-0.005686642688022658,-0.006349107583892177
NZL,2019,-0.011632164477772378,0.004782505125843883
NZL,2020,0.026949843403389906,0.03965622125851276
NZL,2021,-0.015332925244930351,-0.03444776580366238
NZL,2022,-7.720631192249527e-4,-0.017195011339447674
NZL,2023,-0.027115702684683995,-0.03377013738047552
NZL,2024,-0.017304661166786417,NA
NZL,2025,NA,NA
POL,1990,NA,NA
POL,1991,-0.08519327664466303,NA
POL,1992,0.003645973228055155,NA
POL,1993,0.023636358139926372,NA
POL,1994,0.018749585980165406,NA
POL,1995,0.05130992860294015,NA
POL,1996,0.02949176045853008,0.023522792075981513
POL,1997,0.026703578223287394,0.021445878982929045
POL,1998,0.014018536873281917,0.015164743929718227
POL,1999,0.014519135368455949,-0.05038858037664973
POL,2000,0.006762731642886877,-0.01063537491676314
POL,2001,-0.00196024676907669,-0.004775715186093876
POL,2002,0.006368143989442743,-3.470127525755373e-4
POL,2003,0.016505433258961588,0.007225246682912356
POL,2004,0.01923143876625666,0.007783853467314472
POL,2005,0.006033796176462047,0.022504325031905026
POL,2006,0.03073340452372797,0.013277719677445177
POL,2007,0.04023207675414753,0.04424835681165362
POL,2008,0.039045831371121054,0.06041109966279201
POL,2009,0.061252681277995435,0.04997833610502589
POL,2010,0.006759558955700129,-0.004549239727003496
POL,2011,0.0334307534694922,0.02536048368966526
POL,2012,0.0032094181715116576,-0.007047119028470661
POL,2013,-0.005727308120251351,7.298988933808204e-4
POL,2014,0.01847192965195177,0.02128132963246543
POL,2015,0.019876342498145405,0.03082985563767693
POL,2016,0.012672175904988592,0.013514398959328489
POL,2017,0.025304350825914312,0.02172427861184545
POL,2018,0.03774937760653785,0.03420045968001517
POL,2019,0.026968572972366545,0.03167272888939365
POL,2020,0.04525388924677998,0.06450816080239008
POL,2021,0.013995237503239721,-0.007097593046527351
POL,2022,-0.0014927514891081017,-0.008848812220545454
POL,2023,-0.010141518578373976,0.008403756099550463
POL,2024,0.0155631509051819,0.6650350603112365
POL,2025,NA,NA
PRT,1990,NA,NA
PRT,1991,0.035181283113638884,NA
PRT,1992,-0.008276429126039986,NA
PRT,1993,-0.033566238900361256,NA
PRT,1994,-0.024815824241329665,NA
PRT,1995,0.014690290726294464,NA
PRT,1996,0.0013858081415971668,-0.009863944402653146
PRT,1997,0.0037360231726388804,-0.002806289953186436
PRT,1998,0.010535315785897836,0.017388179721519847
PRT,1999,8.979493502891955e-4,-0.05371119950999592
PRT,2000,-0.00869334513871678,-0.03252030915379578
PRT,2001,-0.0021590321227211717,-6.245062564094184e-4
PRT,2002,-0.010745806687738835,5.114349003552121e-4
PRT,2003,-0.032196148058060814,-0.024178925362955184
PRT,2004,-0.015476012381903104,-0.019589616303928636
PRT,2005,-0.020617404119972704,-0.023818345474795777
PRT,2006,-0.015885118842064117,-0.039748429729144164
PRT,2007,-0.0028193141375236763,0.00490505403837993
PRT,2008,-0.00211423902144503,-0.005472206192864704
PRT,2009,0.003748478904793018,0.013334368771690919
PRT,2010,-0.010583249397074113,-0.017439904364799474
PRT,2011,-0.034982221981053385,-0.027190544989686316
PRT,2012,-0.048849055611629666,-0.05354252707765639
PRT,2013,-0.017691060536780157,-0.001994685016049047
PRT,2014,-0.008061908480067714,-0.012470591119345897
PRT,2015,-0.00472964288270461,0.0010133921903907606
