"iso","year","Population","GDP","GNI","GDP_pc","GNI_pc","gdp_log_diff","GNI_log_diff","gdp_log_diff_total","gni_log_diff_total","gdp_dev","gni_dev","EHB_dev","ehb_crude_dev","eq_ehb_crude_dev","debt_ehb_crude_dev","fdi_ehb_crude_dev","eq_debt_ehb_crude_dev","time"
"AUT",1975,7578903,1944923065.35417,1953380250.17171,256.623295660885,257.739180745777,-0.0194881160434006,-0.020192403370145,-0.0118778832405777,-0.0124458025997702,-0.00761023280282291,-0.00774660077037481,-0.0634016629048402,0.554228028303746,0.0324672904280137,0.647489010933735,-0.72709228593425,0.65801408237713,-22
"AUT",1976,7565525,2001868913.53203,2007629733.59399,264.604097340506,265.365554088313,0.0306255026402553,0.0291601785618658,0.03785858343777,0.0381799627251134,-0.00723308079751472,-0.00901978416324756,-0.0412911135070265,0.888344846288707,0.801326693227042,1.02865512429265,-0.65033874444865,1.00209006009151,-21
"AUT",1977,7568430,2097663474.2528,2101966008.21106,277.159658509467,277.728142852753,0.0463589880554087,0.0455344070139416,0.0232647742176866,0.0223452573553606,0.0230942138377221,0.023189149658581,-0.024587077118065,0.881219987470179,0.772085434793446,1.03049309588367,-0.365454184598489,1.00539446421107,-20
"AUT",1978,7562305,2142126561.19447,2145255189.19613,283.263708775892,283.677422319799,0.0217845722343286,0.0211950238836964,0.0336347560983414,0.0343786863122313,-0.0118501838640128,-0.0131836624285349,0.0897635187243239,0.898541463738439,0.598326467991362,1.04301043830804,-0.210119109867619,1.02214204209873,-19
"AUT",1979,7549425,2265730624.50481,2269891060.75876,300.119628250471,300.670721380603,0.0578028591205069,0.0581779613408964,0.0357670600618931,0.036260587280954,0.0220357990586137,0.0219173740599423,-0.0368566226874849,0.937413837703252,0.413616823394846,1.0924336747439,-0.512905144220379,1.06438938826954,-18
"AUT",1980,7549433,2288753171.20342,2291256070.65265,303.168883173534,303.5004179324,0.0101088644388367,0.00936727049272879,0.010652092673797,0.0106895322032683,-0.000543228234960225,-0.00132226171053951,-0.0406421354785284,0.921366509231426,0.393288645346452,1.07224696461177,-0.538912562915565,1.04893297357924,-17
"AUT",1981,7568710,2283602295.85004,2281048987.69616,301.716183583469,301.378833076727,-0.00480323440879538,-0.00701493249194574,-0.0100579733421542,-0.0137107120576463,0.00525473893335882,0.00669577956570055,-0.00735284395819547,1.06340020665748,0.414852561177742,1.21159920296424,-0.332500186633742,1.18675568089286,-16
"AUT",1982,7574140,2327747501.0826,2328546189.26663,307.328290879572,307.43374023541,0.0184297416003512,0.0198915300692581,0.00211429147156394,0.000245196381009727,0.0163154501287872,0.0196463336882484,0.00109533423725194,1.04533993427378,0.116355879871799,1.21056134371754,-0.25236741998165,1.17257164065933,-15
"AUT",1983,7561910,2400052732.4069,2406111675.7314,317.387106221431,318.188351320156,0.0322056565087561,0.0343839220704103,0.0107891932591171,0.0108562821467695,0.021416463249639,0.0235276399236408,0.00268776817569372,0.945415362976024,-0.170816846149253,1.10465755303502,-0.0152209876111487,1.06479971184955,-14
"AUT",1984,7561434,2385070155.30111,2388774572.66056,315.425639541535,315.915548910505,-0.00619922077953472,-0.00716857960285111,0.0177897964379055,0.0185000166268052,-0.0239890172174402,-0.0256685962296563,-0.0369188846764762,0.98560069707455,0.073495864518617,1.14641369487242,-0.0573492908724704,1.10933212066058,-13
"AUT",1985,7564984,2439298889.5207,2443655630.89781,322.446007753711,323.021916622403,0.022012741035204,0.0222452466548777,0.0199342006771523,0.020844676853808,0.00207854035805166,0.00140056980106973,0.0297646308209113,1.20333038371955,0.0576130832099908,1.37987849080737,0.23455271952443,1.32778319709351,-12
"AUT",1986,7569794,2525997598.98043,2522977163.27568,333.694364599675,333.2953529879,0.0342897935881927,0.0313088685450955,0.0466095396529278,0.047005850185494,-0.0123197460647351,-0.0156969816403985,0.0108288986131387,1.04601489539253,0.00336510088142283,1.25027985955448,-0.131294788474528,1.1850613811522,-11
"AUT",1987,7574586,2586412173.41999,2583754479.76841,341.459212875791,341.108343052467,0.0230027386777669,0.0231711055962425,0.0287520855654027,0.0304350833654912,-0.00574934688763573,-0.0072639777692487,-0.00405864400474654,0.989013751333164,0.172175912344889,1.20190754170753,-0.417038705245973,1.14255697422934,-10
"AUT",1988,7585317,2661463362.07095,2668850248.48251,350.870420059036,351.844260230985,0.0271887450156187,0.0309884867837162,0.0466730346698832,0.0478302688686192,-0.0194842896542644,-0.0168417820849029,-0.00597033314138906,0.865756846453706,0.252528886567846,1.08394777031789,-0.473522225025945,1.02016546312538,-9
"AUT",1989,7619566,2775602287.98097,2786105447.32029,364.273016072171,365.651461949446,0.0374866489649825,0.0384919547638827,0.0364360140527289,0.0359502766540798,0.00105063491225366,0.00254167810980288,0.0492333297094921,0.990053365635346,0.124980599151645,1.18515773898309,0.0524104192285848,1.11895473018991,-8
"AUT",1990,7677850,2888866445.93523,2902042811.82059,376.259818300075,377.975971374876,0.0323762802238026,0.0331500358779424,0.0367089663178595,0.0345692375323141,-0.0043326860940569,-0.0014192016543717,0.0653118194525826,0.90496982318042,0.324954063841616,1.07950899801038,0.342888175954585,1.03058368056839,-7
"AUT",1991,7754891,2997094183.07914,2994895619.46098,386.477925102899,386.194418394917,0.0267948406544445,0.0215102914538496,0.0162783515119012,0.0136668593525044,0.0105164891425433,0.00784343210134519,0.0487988696903791,0.842294789248406,0.256637366266519,1.01782115417803,0.553394914586167,0.953715680223478,-6
"AUT",1992,7840709,3043903434.3609,3051484339.2668,388.217881107551,389.184745826786,0.00449197973300297,0.00771323862026652,0.00840481628778011,0.00736960235283046,-0.00391283655477714,0.000343636267436054,0.0519501053279048,0.724488834265733,0.38654550904961,0.905294156688647,0.52703871032404,0.843799039471961,-5
"AUT",1993,7905632,3034111181.14332,3042569869.7323,383.791097428178,384.861054717991,-0.0114683438171541,-0.0111717835693925,-0.015475353522449,-0.0138734771146725,0.00400700970529488,0.00270169354527994,0.0825441119127156,0.695158843822715,0.262013056228422,0.870367293194191,0.592889308261821,0.792786996760521,-4
"AUT",1994,7936118,3094064216.19052,3098903571.74109,389.871246394084,390.481035153597,0.0157181597226526,0.0144970302401681,0.015721992395763,0.0133484017363887,-3.83267311043767e-06,0.00114862850377939,0.0450665003862337,0.741030427312989,0.572644847013447,0.919748638697244,0.577619794968806,0.849036185028346,-3
"AUT",1995,7948278,3163270564.60466,3151158153.34072,397.981872879215,396.457969052004,0.0205899115523369,0.0151906279903775,0.0201053564516416,0.0226818430727818,0.000484555100695339,-0.00749121508240425,0.0282128072147516,0.743349789747324,0.614283312254474,0.931381734370838,0.543339662618044,0.854955866126125,-2
"AUT",1996,7959016,3204775151.5888,3202921577.34,402.659719692585,402.426829816651,0.0116853785411513,0.0149432605145376,0.00876924404357027,0.01057422289517,0.00291613449758099,0.00436903761936769,0.00289007553203657,0.757137069090268,0.656688016644318,0.953241769328448,0.56054493437991,0.873168262671836,-1
"AUT",1997,7968041,3272140766.90926,3256919578.56418,410.658123735717,408.747843863275,0.0196692153586309,0.0155851561877753,0.0196817041233057,0.0204249839921067,-1.24887646748562e-05,-0.00483982780433134,-0.146560379074627,0.824075054255692,1.24970928309725,0.972167973336717,0.747401505356704,0.919694536364291,0
"AUT",1999,7992323,3486330131.71342,3430877428.20621,436.20986435526,429.27161830249,0.0315005471862557,0.0215970920586033,0.0265349191090323,0.0285905689596548,0.00496562807722345,-0.00699347690105157,-0.333756093375052,0.911798221146762,1.53261901820652,1.0707861751846,0.661317692202358,1.02126844060044,2
"AUT",2000,8011566,3563165856.52549,3531958958.05098,444.752730805124,440.857500025711,0.0193949988109852,0.0266318325620958,0.0275921335665288,0.0268327601909917,-0.00819713475554362,-0.000200927628895897,-0.498670928134556,1.11085225121787,2.23322147982047,1.21578936999137,0.845832733509452,1.22131428216117,3
"AUT",2001,8042293,3585026848.87029,3535737352.47817,445.771728146473,439.642941693142,0.00228853407864626,-0.0027587927168442,0.0171893605476807,0.0147969802666568,-0.0149008264690345,-0.017555772983501,-0.457335443388261,1.12943138367698,1.85282778188024,1.28310666991321,0.880992611980516,1.24216053350201,4
"AUT",2002,8080292,3613007215.58684,3591891415.97209,447.138199409976,444.524952312625,0.00306071707366939,0.0110432877457418,0.00598865347147104,0.00302470778035602,-0.00292793639780164,0.0080185799653858,-0.331066868300304,1.22583192735423,1.87615320418276,1.37969615636954,1.03502777606655,1.33037805562861,5
"AUT",2003,8114402,3651059976.66237,3641833421.56587,449.948126388411,448.811067231555,0.00626458365767935,0.00959582444643825,0.00211983139281813,0.00444560151460038,0.00414475226486122,0.00515022293183787,-0.23903730309277,1.26437415393654,1.81734401854357,1.44534932630843,1.02498028009625,1.38828862718647,6
"AUT",2004,8166432,3732491686.07662,3727310551.27138,457.052931571171,456.418488670619,0.0156669067667536,0.0168081134515221,0.0145079703502544,0.0198796551680909,0.00115893641649922,-0.00307154171656876,-0.200593571856664,1.27877666867259,1.71711020456245,1.4595103373152,1.04703895371371,1.39842577265756,7
"AUT",2005,8222090,3827790806.07766,3819631786.08403,465.54961160455,464.557282404356,0.0184194598678724,0.0176747442568397,0.0102412226343924,0.0111859936630472,0.00817823723347999,0.0064887505937925,-0.0846155130912057,1.40880296868999,1.52895958489127,1.49156092566211,1.73276194902418,1.42101517868018,8
"AUT",2006,8265675,3976434062.66748,3985789987.57885,481.077959473059,482.209860365772,0.0328106668171912,0.0372945430237985,0.0255484204649861,0.0283776337181552,0.00726224635220518,0.00891690930564337,-0.0858270241412886,1.50302009630939,1.51422055687563,1.61105234784683,1.79245468298627,1.53364101744308,9
