iso,year,EHB_dev,ehb_crude_dev,eq_ehb_crude_dev,debt_ehb_crude_dev,fdi_ehb_crude_dev,eq_debt_ehb_crude_dev
AUS,1998,0.0784206438255729,-0.2916567844959551,0.0016555845560253246,-0.8025312026630358,0.42248712621995943,-0.6191107958652426
AUS,1999,0.06500825081942885,-0.29410645714522704,0.07346712702358404,-0.761336854455628,0.30068012928482113,-0.5339345628293236
AUS,2000,0.07493564932218455,-0.3377944301338756,0.11051313380936678,-0.795202753364538,0.18438929639903767,-0.5647569927526924
AUS,2001,0.11331043582206757,-0.25523824455097205,0.10396118877625349,-0.8574112339350026,0.3241580222629252,-0.5800813994467752
AUS,2002,0.09935910168972795,-0.3037751064006897,0.2088956436191829,-0.8538526000498053,0.19522223627842528,-0.5674985823535103
AUS,2003,0.11567173957583865,-0.28572961809172914,0.13384776322081815,-0.8495488441392827,0.26302867017191356,-0.570838931293342
AUS,2004,0.1243457805721333,-0.33881632588110716,0.04874668406805216,-0.8858840775424784,0.22533375093340258,-0.6245817568276456
AUS,2005,0.09913445009991761,-0.379695991940481,0.021733166838417084,-0.810425383717942,0.09733411823634897,-0.5889956950064206
AUS,2006,0.10227533038366887,-0.3430122575093847,0.07361434251209387,-0.7643174162626851,0.15167094175747287,-0.5424921351772896
AUS,2007,0.08811570639324973,-0.36590017219783794,0.16269637987384789,-0.8281192782701396,0.08203509204826542,-0.5444858091037419
AUS,2008,0.10175095016189895,-0.4824891455846103,0.16850385807409252,-0.8110208109118863,-0.16880548976912113,-0.609302123346105
AUS,2009,0.13608701234055054,-0.3073171687336948,0.195290502867842,-0.5758240488554229,-0.05244406687380476,-0.4025857556276217
AUS,2010,0.12152548848096034,-0.33814105904338054,0.07561328796052291,-0.5807647723775635,-0.07011849576787432,-0.44019385372595443
AUS,2011,0.09688646094001807,-0.3946323623583763,0.1097471358764095,-0.5980341438138653,-0.22745542004270414,-0.4405356898861937
AUS,2012,0.12367674258726868,-0.389820978681052,0.09194088480772922,-0.5813606316477292,-0.24371267502323724,-0.42438684632075463
AUS,2013,0.11175084973065075,-0.4027077535319976,0.023815909734582252,-0.5572269225459853,-0.3017352820849176,-0.4128282015326654
AUS,2014,0.11410581779520679,-0.3054204945375592,0.1031165281506794,-0.45527698580084,-0.2035263627008389,-0.3132310256031039
CAN,1998,0.0672411142817354,0.5965013477687429,0.9377307634759369,-0.10558165697677557,1.383827245004811,0.18858106800193197
CAN,1999,0.06009025401242385,0.5481999937209114,0.9894012116947508,-0.27324799546815237,1.260897863419705,0.19259499760700094
CAN,2000,-0.034792457782921504,0.43381861980424596,0.8893607838318383,-0.44350093926159806,1.1413366531832496,0.024848722952153568
CAN,2001,-0.02884351877395952,0.2948173316882905,0.7800033506173769,-0.5150988427741352,0.8969978360896075,-0.05418034449212972
CAN,2002,0.07645487877005785,0.17324892611247236,0.7620964773261711,-0.6156990645366519,0.7489888746782667,-0.16773706457385185
CAN,2003,0.015073933924987015,0.1836461563112023,0.7181488110935856,-0.6912578467443573,0.8127804376838934,-0.1846535952387498
CAN,2004,0.026065141959987104,0.16018295847159514,0.6312939648586438,-0.7460404598180294,0.8409256534925924,-0.2503317917262763
CAN,2005,0.03793278551512369,0.12030874259632063,0.5791181893136859,-0.7303423201585229,0.7802968836357922,-0.25830447188445244
CAN,2006,0.014615670206381659,0.0036410990953923694,0.5278197759979676,-0.8001136068124446,0.6481730338152437,-0.3208093246188234
CAN,2007,0.04724348822024049,-0.006187347513403718,0.5486244674213671,-0.7828071612044643,0.60685146881446,-0.3175141911887137
CAN,2008,0.037509904100201275,-0.109045644543532,0.5850477400947638,-0.6723218048007636,0.35999098456431045,-0.35383965176231424
CAN,2009,0.07927383894276219,0.032996486259737445,0.5469186210912909,-0.5288509641456409,0.4841691159172398,-0.21866884328350356
CAN,2010,0.07984167232590889,0.016701474559078278,0.5369138374424407,-0.5583462417442095,0.4538152314612151,-0.21904715946959866
CAN,2011,0.0750045672338876,-0.009193506211860769,0.6108581196034255,-0.496601181741292,0.3133766214365725,-0.16216832185389812
CAN,2012,0.08754106859388422,0.0013066116430417996,0.606391067561287,-0.4725180238059413,0.2902134883582487,-0.12800236250463956
CAN,2013,0.06141659607687533,0.0721855334388552,0.6009433283006664,-0.4840140741135138,0.4033743992615299,-0.0883387760722866
CAN,2014,0.06607429612437776,0.16598003068996803,0.6867873412354256,-0.34155394134517914,0.4636919303427917,0.03639872086001232
DNK,1998,-0.08988059401729986,0.4899934780020252,0.6503056753833358,0.7145134162665567,0.40269226186979457,0.6081197444018505
DNK,1999,-0.18120691527944055,0.45267211958451914,0.781222305690958,0.5781341992945577,0.4732123767007681,0.5361228180228274
DNK,2000,-0.15137083670050733,0.6152636700811895,0.955588256437121,0.6119906861438315,0.8009719479756766,0.5981534091620767
DNK,2001,-0.1520047827555534,0.5040053972444654,0.7093580852109806,0.4937716327581606,0.7078792638205981,0.45997100372884064
DNK,2002,-0.10712549740906951,0.4949119888171063,0.47176655724381744,0.5703068703898827,0.6654019345721003,0.4630998616941378
DNK,2003,-0.07750838190329556,0.4932410095510381,0.4626452522726554,0.6279248062528714,0.5864342550596748,0.5074873758524143
DNK,2004,-0.10107364030923394,0.4891486577505532,0.44892741604314934,0.6268981179912884,0.5896702466242087,0.5048666303860261
DNK,2005,NA,0.48682764102356146,0.601161331850701,0.6003846238310385,0.5353346173563087,0.5168554586009397
DNK,2006,NA,0.44662649788214137,0.735241614781304,0.5066343264174363,0.46517682784863745,0.4903182561882698
DNK,2007,NA,0.4534743227193631,0.7156897428164604,0.5461724923416694,0.4239974270484407,0.5082751749475249
DNK,2008,NA,0.5484163584379583,0.6224689982609151,0.6579598148730317,0.5702181741979128,0.5765690727006423
DNK,2009,NA,0.4682569222548009,0.5731480717514228,0.5997818734461805,0.46092569115444015,0.5161894646383405
DNK,2010,NA,0.5407879701989136,0.699208380910279,0.6641868882579207,0.5095073710343827,0.6006058415853281
DNK,2011,NA,0.5674717046024507,0.7524549285374083,0.6409106213203393,0.5818003260933422,0.6037080971689213
DNK,2012,NA,0.6188643108845369,0.8590531924809274,0.7027143827927987,0.5833648721858712,0.677605032077044
DNK,2013,NA,0.6212336711867084,0.8560973843228232,0.7172662277013061,0.5517355368583836,0.692272479106605
DNK,2014,NA,0.5909320797036011,0.8565164806927554,0.67851721740775806,0.5065795327672354,0.6693625293068994
EUR,1998,-0.0812311195297365,0.0805789133169924,-0.14727710546801331,0.40758809408279506,-0.018748732679921165,0.20219705508039276
EUR,1999,-0.003506265683360321,0.1068875716905971,0.03176850838802503,0.42932169941900766,0.05553465496428167,0.21473789946523414
