"iso","country","year","gdp_b3_adj","acons_b4_adj","pop_c4_adj","gdp_usd_ppp","cons_usd_ppp","gni_usd_ppp"
"TUR","Türkiye",1997,4.36e+11,3.384e+11,63745000,435976345665.525,379004539756.75,444403486931.52
"TUR","Türkiye",1998,4.495e+11,3.421e+11,64789000,449456142228.652,384074815642.963,460587235452.948
"TUR","Türkiye",1999,4.283e+11,3.353e+11,65819000,428291495659.62,377686000158.101,433091923013.623
"TUR","Türkiye",2000,4.598e+11,3.562e+11,67461000,459812573815.991,401413656160.48,463550139512.224
"TUR","Türkiye",2001,4.253e+11,3.237e+11,68610000,425347555214.362,364845192789.09,420749911630.973
"TUR","Türkiye",2002,4.591e+11,3.313e+11,69666000,459127852988.071,373866487485.554,454923709616.744
"TUR","Türkiye",2003,4.857e+11,3.509e+11,70802000,485731641962.915,394693152345.353,481570447826.051
"USA","United States",1992,7.2762e+12,5.4282e+12,256922000,7.2762e+12,6.2289e+12,7.1707e+12
"USA","United States",1993,7.472e+12,5.6001e+12,260282000,7.472e+12,6.383e+12,7.3293e+12
"USA","United States",1994,7.7755e+12,5.8024e+12,263455000,7.7755e+12,6.5751e+12,7.6228e+12
"USA","United States",1995,7.9728e+12,5.9503e+12,266588000,7.9728e+12,6.7181e+12,7.8735e+12
"USA","United States",1996,8.2714e+12,6.1444e+12,269714000,8.2714e+12,6.9114e+12,8.1856e+12
"USA","United States",1997,8.6476e+12,6.3637e+12,272958000,8.6476e+12,7.1411e+12,8.6057e+12
"USA","United States",1998,9.0125e+12,6.6788e+12,276154000,9.0125e+12,7.4585e+12,9.0868e+12
"USA","United States",1999,9.4171e+12,7.0106e+12,279328000,9.4171e+12,7.8163e+12,9.5172e+12
"USA","United States",2000,9.7648e+12,7.3277e+12,282425000,9.7648e+12,8.1435e+12,9.9309e+12
"USA","United States",2001,9.8389e+12,7.5145e+12,285358000,9.8389e+12,8.3595e+12,1.00087e+13
"USA","United States",2002,1.00235e+13,7.7537e+12,288240000,1.00235e+13,8.6357e+12,1.01266e+13
"USA","United States",2003,1.033e+13,8.006e+12,291085000,1.033e+13,8.9163e+12,1.04053e+13
