"iso","year","Population","GDP","GNI","GDP_pc","GNI_pc","gdp_log_diff","GNI_log_diff","gdp_log_diff_total","gni_log_diff_total","gdp_dev","gni_dev","EHB_dev","ehb_crude_dev_non_ppp","eq_ehb_crude_dev_non_ppp","debt_ehb_crude_dev_non_ppp","fdi_ehb_crude_dev_non_ppp","eq_debt_ehb_crude_dev_non_ppp","time"
"ESP",1998,40214066,12407043406.0381,12246728555.3821,308.524967508586,304.538430791407,0.0458609107264207,0.0451398153622833,0.018980453161662,0.0217722047165152,0.0268804575647588,0.0233676106457681,0.117136201510095,-0.298742260332381,-0.477483652834893,-0.0704936969662553,-0.327037598921886,-0.212500848213614,0
"ESP",1999,40369667,12993080031.9726,12873352183.5086,321.852544188005,318.886756819387,0.0422907313276211,0.0460387567810683,0.0203275958208504,0.0202952471772466,0.0219631355067706,0.0257435096038217,0.0734814132573802,-0.19510188086126,-0.279186765750211,0.000127053284994627,-0.0874042414864507,-0.152359130791677,1
"ESP",2000,40554387,13666060329.4161,13568308288.4045,336.981060259057,334.570666507781,0.0459332244065571,0.0480120719060952,0.0261166437776845,0.0293960548351491,0.0198165806288726,0.0186160170709462,0.106037693370058,-0.0960245756777765,-0.0474462153397894,0.0345946687266646,0.0199263349753747,-0.0820162236834199,2
"ESP",2001,40766049,14280129487.1301,14082477393.4467,350.294665228168,345.446216616348,0.0387479731744751,0.0319888454617239,0.00303976255030847,0.0038019078815763,0.0357082106241666,0.0281869375801476,0.159285120324524,-0.20469476840352,-0.426179844788974,-0.0541508007535921,-0.0734361380023325,-0.205666010798994,3
"ESP",2002,41423520,14819691082.6922,14651835365.7085,357.760303390253,353.708119582993,0.0210885176178364,0.0236350892467367,0.00568943842718639,0.00382292913555471,0.01539907919065,0.019812160111182,0.192771794145241,-0.147743759640503,-0.639036407095839,0.0627722314425324,-0.147440455341409,-0.103168668272619,4
"ESP",2003,42196231,15398168565.1076,15271903594.3837,364.918102877662,361.925774706839,0.0198097341752286,0.0229670964780189,0.0110416401145388,0.0103800031386667,0.00876809406068979,0.0125870933393522,0.207571078783022,-0.175423583845493,-0.646357349533421,0.0601779760955517,-0.182313691639921,-0.114099130728227,5
"FIN",1993,5066452,1307101332.6209,1246178791.50297,257.991456865851,245.96676165154,-0.0168382572010586,-0.0223279004862098,-0.00340563508537883,-0.00388240817350027,-0.0134326221156797,-0.0184454923127095,0.154710712719328,-0.0360376005021792,-2.24535593503582,0.0322014700405764,0.558946428485919,-0.121525594841411,-5
"FIN",1994,5088324,1369088109.20068,1314996290.75989,269.064648634929,258.43407195766,0.042025208774894,0.0494442090714724,0.0187885389977023,0.0188164926266712,0.0232366697771917,0.0306277164448012,0.155154940322761,-0.149312290903393,-2.19207340329094,-0.124881054374808,0.481868220546402,-0.275645762173266,-4
"FIN",1995,5107787,1475344166.05912,1432172059.87332,288.842147501279,280.389934011211,0.0709286562466254,0.0815406352026189,0.0158487713628999,0.0144459526849436,0.0550798848837255,0.0670946825176753,0.126675955819158,-0.316380912889763,-2.02849279153523,-0.295158101523037,0.300687008621284,-0.452170612716652,-3
"FIN",1996,5124573,1518581695.71633,1484286769.94645,296.333313178743,289.641062766879,0.0256045423607176,0.0324611859422932,0.0148317097559252,0.0178701593677086,0.0107728326047924,0.0145910265745846,0.10550410309175,-0.225015255728089,-1.50690201372996,-0.168772360327733,0.327753193869055,-0.336917456063069,-2
"FIN",1997,5139839,1629993986.10704,1605609709.31151,317.129385980191,312.385214655851,0.0678249694372655,0.0755946468169819,0.0186296603121461,0.022191209762874,0.0491953091251194,0.0534034370541079,0.0687986457114893,-0.259736595050678,-1.04667292259521,-0.24566126665151,0.30854844912485,-0.402180768510022,-1
"FIN",1998,5153499,1747793097.92133,1714108849.01303,339.146878251327,332.610688197094,0.0671234344546008,0.0627356129322179,0.018980453161662,0.0217722047165152,0.0481429812929388,0.0409634082157027,-0.0149628084679035,-0.264848996431314,-0.917831567829116,-0.330966767103827,0.424864683857577,-0.49506146657974,0
"FRA",1993,58961049,19292856036.6048,19402023230.7357,327.213581912439,329.065095682672,-0.0132048934607161,-0.0121464478627367,-0.00340563508537883,-0.00388240817350027,-0.00979925837533724,-0.00826403968923639,0.0383189732778322,0.510773171984752,0.190527019705645,0.597124861011133,0.919103902314738,0.506988430492358,-5
"FRA",1994,59175335,19616196714.1289,19696445220.3298,331.492786887119,332.848900987713,0.0129929369965325,0.011433045805088,0.0187885389977023,0.0188164926266712,-0.0057956020011698,-0.00738344682158321,0.0340371223501248,0.502227515925754,0.0680449254859044,0.609348114593234,0.837273915607698,0.511326563771051,-4
"FRA",1995,59383991,19940986702.1592,20023316627.326,335.79734818024,337.183747507404,0.0129017972149654,0.0129393903727477,0.0158487713628999,0.0144459526849436,-0.00294697414793443,-0.00150656231219592,0.0384392172714225,0.444614343971034,-0.133800234721293,0.551968053555836,0.803326981536739,0.437097125789662,-3
"FRA",1996,59589289,20087628057.6889,20274535538.8188,337.101321307743,340.237916562803,0.00387569427278844,0.0090171009030886,0.0148317097559252,0.0178701593677086,-0.0109560154831367,-0.00885305846462003,0.0348459588402957,0.405632102993295,-0.15045702900735,0.417388915177894,0.958404496846047,0.293727804758756,-2
