REF_AREA,TIME_PERIOD,measure,OBS_VALUE,Population,OBS_VALUE_per_capita
ALB,1995,GDP,NA,NA,NA
ALB,1996,GDP,NA,NA,NA
ALB,1997,GDP,NA,NA,NA
ALB,1998,GDP,NA,NA,NA
ALB,1999,GDP,NA,NA,NA
ALB,2000,GDP,NA,NA,NA
ALB,2001,GDP,NA,NA,NA
ALB,2002,GDP,NA,NA,NA
ALB,2003,GDP,NA,NA,NA
ALB,2004,GDP,NA,NA,NA
ALB,2005,GDP,NA,NA,NA
ALB,2006,GDP,NA,NA,NA
ALB,2007,GDP,NA,NA,NA
ALB,2008,GDP,NA,NA,NA
ALB,2009,GDP,NA,NA,NA
ALB,2010,GDP,NA,NA,NA
ALB,2011,GDP,NA,NA,NA
ALB,2012,GDP,NA,NA,NA
ALB,2013,GDP,NA,NA,NA
ALB,2014,GDP,NA,NA,NA
ALB,2015,GDP,NA,NA,NA
ALB,2016,GDP,NA,NA,NA
ALB,2017,GDP,NA,NA,NA
ALB,2018,GDP,NA,NA,NA
ALB,2019,GDP,NA,NA,NA
ALB,1995,consumption,NA,NA,NA
ALB,1996,consumption,NA,NA,NA
ALB,1997,consumption,NA,NA,NA
ALB,1998,consumption,NA,NA,NA
ALB,1999,consumption,NA,NA,NA
ALB,2000,consumption,NA,NA,NA
ALB,2001,consumption,NA,NA,NA
ALB,2002,consumption,NA,NA,NA
ALB,2003,consumption,NA,NA,NA
ALB,2004,consumption,NA,NA,NA
ALB,2005,consumption,NA,NA,NA
ALB,2006,consumption,NA,NA,NA
ALB,2007,consumption,NA,NA,NA
ALB,2008,consumption,NA,NA,NA
ALB,2009,consumption,NA,NA,NA
ALB,2010,consumption,NA,NA,NA
ALB,2011,consumption,NA,NA,NA
ALB,2012,consumption,NA,NA,NA
ALB,2013,consumption,NA,NA,NA
ALB,2014,consumption,NA,NA,NA
ALB,2015,consumption,NA,NA,NA
ALB,2016,consumption,NA,NA,NA
ALB,2017,consumption,NA,NA,NA
ALB,2018,consumption,NA,NA,NA
ALB,2019,consumption,NA,NA,NA
AUS,1995,GDP,5955200987.4308195,18004882,330.7547912522181
AUS,1996,GDP,6107355385.646493,18224767,335.1129474328255
AUS,1997,GDP,6451270116.275694,18423037,350.174084559223
AUS,1998,GDP,6750216366.796056,18607584,362.7669431343723
AUS,1999,GDP,7088576716.778476,18812264,376.8061471377648
AUS,2000,GDP,7245292831.845358,19028802,380.75401866314854
AUS,2001,GDP,7418443658.465368,19274701,384.879830741103
