iso,year,Population,consumption,GDP,GNI,NNI,consumption_pc,GDP_pc,GNI_pc,NNI_pc,gdp_log_diff,consumption_log_diff,gdp_log_diff_total,consumption_log_diff_total,gdp_dev,consumption_dev,EHB_dev,ehb_crude_dev,time,resid_stage1
AUT,2002,8080292,318887.551,428164.365,437422.036,358677.336,0.03946485485920558,0.05298872429362701,0.05413443425064342,0.04438915524339962,0.010020828553125138,2.367761033075233e-4,0.004057365313375083,0.012811404001128235,0.005963463239750055,-0.012574627897820712,-0.3174277765971498,-0.006731779382353809,4,-0.012684934057113698
AUT,2003,8114402,325049.439,433052.14,443361.86,362926.604,0.040058335660471345,0.053368336939678365,0.05463888281601035,0.04472622924030631,0.007138487161511886,0.014926257761261219,0.009662788536100031,0.013412611296469645,-0.002524301374588145,0.0015136464647915737,-0.25485056333303313,-0.005385340431234731,5,0.005762004664373665
BEL,1993,10084479,337119.877,415997.09,NA,378825.528,0.03342957796828175,0.04125122279495054,NA,0.0375652056987773,-0.01357137249910334,-0.007604896985372811,7.506699939936468e-4,4.024419786907707e-4,-0.014322042493096987,-0.008007338964063582,-0.29098900299311614,2.117280282071464,-5,0.0032356146409589395
BEL,1994,10115601,344219.234,429421.197,NA,393270.602,0.03402854995961189,0.04245137753060841,NA,0.03887763089904396,0.028678607037716297,0.017758800944516206,0.02192266706654955,0.016872771348837468,0.006755939971166747,8.86029595678739e-4,-0.2769112454767786,1.9359421823540317,-4,0.002098100064401748
BEL,1995,10136814,349576.764,439661.85,468808.858,397313.923,0.034485861534008615,0.04337278458497906,0.04624814640971019,0.0391951478048231,0.021472798218982625,0.013349552477674997,0.013371735050302203,0.00923424394204897,0.008101063168680422,0.004115308535626028,-0.23753602916575975,1.6661494113487432,-3,0.004565043286230624
BEL,1996,10156641,355994.418,445471.683,473174.438,399018.434,0.03505040869318902,0.04386013870136791,0.0465876895717787,0.039286456418022454,0.01117374423865014,0.016237844269765933,0.02098947950889274,0.01611839226672851,-0.009815735270242598,1.1945200303742354e-4,-0.19207939800026963,1.4647953567243126,-2,0.009600836814712067
BEL,1997,10181246,361126.474,462371.416,490710.171,413686.391,0.03546977197093558,0.045414030463461943,0.04819745746247561,0.04063219678613011,0.034815192998740585,0.011893566274842726,0.026335157855756908,0.018975927724345087,0.008480035142983677,-0.007082361449502361,-0.08257836167653965,1.2561958929531294,-1,-0.007219432222259902
BEL,1998,10203012,371004.503,471442.368,501467.764,421906.062,0.03636225293080122,0.046206195582245715,0.04914899286602819,0.041351128666711354,0.017292794259061495,0.024850389204777557,0.023230864628554837,0.0263528230874015,-0.005938070369493342,-0.0015024338826239436,0.25523766327696534,1.3075003250600306,0,0.006701888692183309
BEL,1999,10226419,379129.584,488144.242,515531.59,432126.791,0.03707354294792732,0.04773364381021353,0.050411741392563714,0.04225592467901032,0.03252257763276356,0.019372357945451668,0.025309875083651345,0.029891484046359107,0.007212702549112215,-0.010519126100907439,0.03638263624718652,1.242887863456683,1,-0.010244325555865113
BEL,2000,10251251,389310.615,506287.124,530131.616,444228.844,0.03797688838172043,0.049387838030694985,0.051713846046692255,0.0433341105392893,0.03406772993140583,0.02407418708801501,0.03087750969983727,0.028969714362745425,0.0031902202315685635,-0.004895527274730416,-0.12185184363746472,1.2047445256717522,2,-0.0021752029446322403
BEL,2001,10286571,394301.922,511854.275,532379.463,443806.564,0.038331716370790615,0.04975946552062879,0.05175480371447395,0.043144266830997424,0.007496507055715362,0.009299882957516381,0.0061081024849212184,0.015292912361159594,0.001388404570794144,-0.005993029403643213,-0.10219545538993025,1.0658529789073117,3,-0.0023009714504585587
BEL,2002,10332786,399768.818,520591.087,542251.681,451623.981,0.03868935425547379,0.050382451257579515,0.05247874880985631,0.0437078616551238,0.012442217883284368,0.009286821181429428,0.004057365313375083,0.012811404001128235,0.008384852569909285,-0.003524582819698807,-0.16098519000984146,1.0502574059155814,4,-0.003638675018541272
BEL,2003,10376131,404018.675,525994.589,546810.512,453016.804,0.03893731439975073,0.05069274751831873,0.05269888284949371,0.04365951085235913,0.006139928277378637,0.006388551561396838,0.009662788536100031,0.013412611296469645,-0.003522860258721394,-0.007024059735072807,-0.16327475636193878,0.9963817074981568,5,-6.228763067296035e-4
CAN,1993,28684764,795576.854,1020953.897,954407.81,803405.15,0.02773517167510948,0.03559220138607381,0.033272290823100376,0.028008079480800332,0.01524072565136425,0.0013972038503231587,7.506699939936468e-4,4.024419786907707e-4,0.014490055657370604,9.94761871632388e-4,0.05460930420183385,1.3047974113960483,-5,-0.0015562593286004658
CAN,1994,29000663,809188.602,1066836.068,993880.008,837313.9,0.027902417334389907,0.03678660960268391,0.034270940909178524,0.028872233024465684,0.03300735779461261,0.006011984559392669,0.02192266706654955,0.016872771348837468,0.011084690728063062,-0.010860786789444798,0.04385105303890535,1.2617124379267295,-4,-0.01153230423606553
CAN,1995,29302311,819859.548,1095452.114,1031955.605,870740.213,0.02797934770400874,0.03738449550958626,0.03521755007651103,0.029715752214902098,0.016122150434081828,0.0027533281443612445,0.013371735050302203,0.00923424394204897,0.0027504153837796252,-0.006480915797687725,0.04401000974843838,1.258365653259273,-3,-0.0024980514538589737
CAN,1996,29610218,833039.198,1113953.875,1055960.26,889677.508,0.028133504386897792,0.037620590128718406,0.03566202248156363,0.03004630050342757,0.006295450418540405,0.005494536990235943,0.02098947950889274,0.01611839226672851,-0.014694029090352334,-0.010623855276492566,0.05112644092961627,1.2485768340107808,-2,0.0032992495391242515
CAN,1997,29905948,861485.152,1161632.959,1099699.957,926488.326,0.02880648197475633,0.0388428736316936,0.036771947740964435,0.03098006878096625,0.03197311676548864,0.02363923736737794,0.026335157855756908,0.018975927724345087,0.005637958909731733,0.0046633096430328536,0.12409773621549014,1.0684459858140387,-1,0.0068542596179120095
CAN,1998,30155173,883241.011,1206854.012,1121996.752,939358.405,0.02928986714816725,0.0400214587394342,0.03720743873696231,0.031150821286948016,0.02989115166787304,0.016641194703379547,0.023230864628554837,0.0263528230874015,0.006660287039318202,-0.009711628384021953,0.4096162595554987,0.9160390292824254,0,-0.00862361760218788
CAN,1999,30401286,913961.707,1268898.42,1186373.39,997668.544,0.03006325808059567,0.041738313964744776,0.03902378965152987,0.032816655979618754,0.04200372832806787,0.026062139277115204,0.025309875083651345,0.029891484046359107,0.016693853244416523,-0.003829344769243903,0.3048753555608399,0.9089911315280792,1,-0.009088341697793463
CAN,2000,30685730,949626.846,1334101.262,1280059.671,1083803.663,0.030946855297234253,0.043476275845482575,0.041715144824646506,0.03531946813714387,0.040795899376754985,0.028967623696989353,0.03087750969983727,0.028969714362745425,0.009918389676917716,-2.0906657560715303e-6,0.01963476686255694,0.7140964688501226,2,-2.3113415811856634e-4
CAN,2001,31020855,974898.254,1359116.97,1294935.01,1090523.792,0.0314271883866515,0.04381300805538725,0.04174401414790147,0.03515453690750948,0.0077153543994019635,0.015402002386308844,0.0061081024849212184,0.015292912361159594,0.0016072519144807451,1.0909002514924993e-4,0.001342855068248272,0.6664706236183455,3,0.004710454822735195
CAN,2002,31359199,1009409.748,1399880.358,1323703.539,1114951.364,0.03218863300685709,0.04464018223169539,0.04221101243689293,0.03555420417466658,0.018703639459721977,0.023939987567986876,0.004057365313375083,0.012811404001128235,0.014646274146346894,0.01112858356685864,0.11787896235696428,0.6322722144227313,4,0.007666173133577527
CAN,2003,31642461,1037464.236,1425167.589,1372490.45,1163650.102,0.03278709061219986,0.04503972017220784,0.04337495904632702,0.03677495571535981,0.008910370623343322,0.01842148100377239,0.009662788536100031,0.013412611296469645,-7.524179127567088e-4,0.005008869707302743,0.06077925744736312,0.5930253513273409,5,0.010999571363275888
CHE,1993,6938265,280145.899,410135.701,NA,NA,0.04037693847092897,0.0591121412918071,NA,NA,-0.010367787126023487,-0.01134425948634199,7.506699939936468e-4,4.024419786907707e-4,-0.011118457120017133,-0.01174670146503276,-0.23961355012250884,2.304055349987106,-5,-0.0020948046755127786
CHE,1994,6993795,284162.539,415343.431,NA,NA,0.04063066461055836,0.05938741856173937,NA,NA,0.004646055486558165,0.006264275442944278,0.02192266706654955,0.016872771348837468,-0.017276611579991386,-0.01060849590589319,-0.23823858620117264,2.224939086154121,-4,0.0021199231733458924
CHE,1995,7040687,286696.186,417340.678,NA,NA,0.04071991639452229,0.05927556188763966,NA,NA,-0.0018852839665255416,0.002194251563333971,0.013371735050302203,0.00923424394204897,-0.015257019016827744,-0.007039992378714999,-0.18784299827280848,2.1002875320721595,-3,0.0049548457930431436
CHE,1996,7071851,290832.916,419678.482,NA,NA,0.04112543038590604,0.05934492709193109,NA,NA,0.0011695317190922871,0.009909355281108922,0.02098947950889274,0.01611839226672851,-0.01981994778980045,-0.006209036985619587,-0.20590739872020725,2.0334746426122408,-2,0.008104304630922165
CHE,1997,7088906,295814.701,428481.729,NA,NA,0.04172924581028441,0.06044398515088224,NA,NA,0.018350427922522616,0.014575547016491441,0.026335157855756908,0.018975927724345087,-0.007984729933234291,-0.004400380707853646,-0.08300330382242604,2.042666384201181,-1,0.004180010697503488
CHE,1998,7110002,301859.949,440376.869,NA,NA,0.04245567708701067,0.06193765754214978,NA,NA,0.024411284769340735,0.01725841831165953,0.023230864628554837,0.0263528230874015,0.0011804201407858983,-0.009094404775741971,0.17683439547699847,1.949859156695506,0,-0.005566214761095888
CHE,1999,7143991,308739.622,447775.533,NA,NA,0.043216686863127345,0.0626786250150651,NA,NA,0.01189212501213932,0.017766050977109593,0.025309875083651345,0.029891484046359107,-0.013417750071512025,-0.012125433069249514,0.03950324120419679,1.832270930803116,1,-7.329566341419308e-5
CHE,2000,7184250,316253.499,464044.19,NA,NA,0.04402039169015555,0.06459187667467028,NA,NA,0.030068174145879034,0.018426283416349776,0.03087750969983727,0.028969714362745425,-8.093355539582348e-4,-0.010543430946395649,-0.0985794446474848,1.8026083299872389,2,-0.005847435204299666
CHE,2001,7226647,322443.089,471432.691,NA,NA,0.04461863005069986,0.0652353285002021,NA,NA,0.009912515537022326,0.013498511885835729,0.0061081024849212184,0.015292912361159594,0.0038044130521011077,-0.0017944004753238652,-0.22956332232631824,1.667592206218987,3,4.5875993661181967e-4
CHE,2002,7284754,323907.046,473226.069,NA,NA,0.0444636903318904,0.06496115984149911,NA,NA,-0.0042116199515978,-0.0034785774412107173,0.004057365313375083,0.012811404001128235,-0.008268985264972883,-0.016289981442338952,-0.10345050764091056,1.600781787860052,4,-0.007409608189870096
CHE,2003,7339002,326087.539,471881.054,NA,NA,0.04443213654935644,0.06429771432137503,NA,NA,-0.010265466886626218,-7.099047270524572e-4,0.009662788536100031,0.013412611296469645,-0.01992825542272625,-0.014122516023522103,-0.14534902703204433,1.5607920952138026,5,0.001173514262766114
DEU,1993,81156368,2613149.69,3477882.888,NA,2903185.766,0.03219894820822933,0.042854097265663735,NA,0.035772741407057544,-0.016351916351727613,-0.0020654219951996566,7.506699939936468e-4,4.024419786907707e-4,-0.01710258634572126,-0.0024678639738904273,-0.08561740776866089,0.5286855339765189,-5,0.00832633315446305
DEU,1994,81438346,2666937.257,3568198.488,NA,2975763.778,0.032747930035317764,0.04381472197384755,NA,0.036540081229056394,0.022168619757174657,0.016905967379106546,0.02192266706654955,0.016872771348837468,2.459526906251064e-4,3.3196030269078136e-5,-0.10549990891645222,0.5965566955028989,-4,0.0017421425741729253
DEU,1995,81678046,2708613.726,3621899.656,3622931.356,3029315.199,0.0331620779223832,0.04434361292139628,0.044356244222590734,0.037088487633506806,0.011998804051559286,0.012567236770353762,0.013371735050302203,0.00923424394204897,-0.0013729309987429161,0.0033329928283047927,-0.09571046290914564,0.4252955246940035,-3,0.005898692596396946
DEU,1996,81914834,2761332.657,3659490.467,3662233.853,3057285.876,0.033709799826976396,0.04467433172116299,0.04470782243177103,0.03732273785722376,0.007430419174616176,0.016381599312423667,0.02098947950889274,0.01611839226672851,-0.013559060334276563,2.632070456951574e-4,-0.08742095968632002,0.3359987725364477,-2,0.00937990463358177
DEU,1997,82034775,2789116.965,3727349.218,3710578.462,3093081.084,0.03399920295996423,0.04543620943679068,0.045231774719928224,0.03770451109300903,0.016910249590711413,0.00854849084934095,0.026335157855756908,0.018975927724345087,-0.009424908265045495,-0.010427436875004137,-0.024429479904022555,0.40097000252654214,-1,-0.0033418518088150235
DEU,1998,82047197,2840054.861,3805460.007,3793678.617,3162267.069,0.034614891974920244,0.04638135300344264,0.04623776016382376,0.03854204877955794,0.020588151684416633,0.017946911378525776,0.023230864628554837,0.0263528230874015,-0.0026427129441382036,-0.008405911708875724,0.2218051779389157,0.5150350515682169,0,-0.0049252150605031296
DEU,1999,82100243,2927682.298,3886499.948,3877125.118,3231318.327,0.03565984936244342,0.0473384707034302,0.047224283099868536,0.03935820661334705,0.020425795498473676,0.0297413947876759,0.025309875083651345,0.029891484046359107,-0.00488407958517767,-1.5008925868320588e-4,0.12592254915539813,0.49247385939680655,1,0.004631402037157438
DEU,2000,82211501,2991443.72,3998296.018,3947431.885,3279497.896,0.03638716826250381,0.04863426612293577,0.048015567615046946,0.0398909867367584,0.027005047691844197,0.020190804078343394,0.03087750969983727,0.028969714362745425,-0.0038724620079930716,-0.00877891028440203,-0.08120082610629042,0.6128611017103334,2,-0.004786298191691117
DEU,2001,82349926,3016022.136,4063713.807,4006945.65,3327275.633,0.036624466863516066,0.04934690295896562,0.04865755009907355,0.04040411199640908,0.0145466605296245,0.006500318371797764,0.0061081024849212184,0.015292912361159594,0.008438558044703282,-0.00879259398936183,-0.07963653809167037,0.4422660742724567,3,-0.011692269275649548
DEU,2002,82488493,3013884.894,4054438.147,3999207.101,3313419.064,0.03653703425034083,0.049151560412189856,0.048481999798444614,0.04016825794114095,-0.003966413204655961,-0.0023901274158455443,0.004057365313375083,0.012811404001128235,-0.008023778518031044,-0.01520153141697378,-0.1643700173777337,0.38203507381774227,4,-0.008989753054472019
DEU,2003,82534175,3035613.639,4032957.678,3994455.1,3308531.09,0.03678008096646026,0.04886409391018933,0.04839758924106287,0.04008680149768262,-0.00586574314530397,0.006630037357810981,0.009662788536100031,0.013412611296469645,-0.015528531681404001,-0.006782573938658665,-0.1207187831092118,0.28937491756107625,5,0.0037569123953587096
DNK,1993,5189377,170422.402,234215.862,NA,179360.158,0.03284062846079597,0.04513371489487081,NA,0.03456294618795281,-0.004265326647643786,0.003680556263522039,7.506699939936468e-4,4.024419786907707e-4,-0.005015996641637432,0.0032781142848312683,-0.007736924294369563,0.5346519976382975,-5,0.00924401246720644
DNK,1994,5204994,179037.686,246616.881,NA,189409.283,0.03439728960302355,0.04738081945915787,NA,0.036389913802013986,0.04858796817619382,0.04631134921206037,0.02192266706654955,0.016872771348837468,0.026665301109644268,0.029438577863222903,-0.009873958692562246,0.4532679644883588,-4,0.018101346627883638
DNK,1995,5227861,182398.474,254109.155,235953.882,196327.364,0.03488969465714563,0.04860671601635927,0.0451339241804631,0.037554052030075016,0.025544216949534793,0.014213732908418653,0.013371735050302203,0.00923424394204897,0.01217248189923259,0.004979488966369683,-0.008918421202806281,0.3366484290832097,-3,0.0015088984676876064
DNK,1996,5261503,187211.329,261467.522,243429.927,203051.76,0.035581340350846515,0.049694454607362194,0.04626623362183772,0.03859196887277267,0.02213163856455358,0.019629849422713175,0.02098947950889274,0.01611839226672851,0.0011421590556608407,0.0035114571559846652,-0.03155382243113769,0.4774842313919781,-2,0.0061259130960854774
DNK,1997,5284220,191077.837,269752.072,251692.838,209408.013,0.036160083607419825,0.05104860736305453,0.047631029366680414,0.039628935396330965,0.026884914816045935,0.016134494676838695,0.026335157855756908,0.018975927724345087,5.497569602890273e-4,-0.002841433047506392,0.025886972005878195,0.5755170547942652,-1,8.892970751970992e-5
DNK,1998,5301304,196270.079,276027.322,257962.114,214639.595,0.037022981326858447,0.05206781614485794,0.048660124754211415,0.0404880751981022,0.01976876116294779,0.023582989099652618,0.023230864628554837,0.0263528230874015,-0.003462103465607047,-0.002769833987748882,0.25684831437722094,0.6286139411898244,0,0.0026556371598929853
DNK,1999,5319111,198209.51,284217.895,266001.581,221409.869,0.037263653644377795,0.05343334534661902,0.05000865388971954,0.04162535224401221,0.025887970235218383,0.006479581681517743,0.025309875083651345,0.029891484046359107,5.780951515670374e-4,-0.023411902364841364,0.0685748676120308,0.7008122255242863,1,-0.020508955752026114
DNK,2000,5337344,200630.074,294802.195,274105.03,228614.626,0.037589871291788576,0.05523387568798264,0.05135607335783492,0.04283303193498489,0.03314145927710621,0.008716215114286552,0.03087750969983727,0.028969714362745425,0.002263949577268942,-0.020253499248458873,-0.09208109647661278,0.7803239414554053,2,-0.01826404333012052
DNK,2001,5355082,202583.251,297602.911,278681.682,231525.516,0.037830093171309045,0.055573922304084235,0.05204060031200269,0.04323472843179619,0.006137612870829479,0.0063702679678154794,0.0061081024849212184,0.015292912361159594,2.951038590826016e-5,-0.008922644393344115,-0.11668969455098666,0.5958253582119493,3,-0.005695685221116912
DNK,2002,5374255,206017.148,298961.558,281226.795,232820.305,0.03833408500340977,0.05562846534077747,0.0523285171619136,0.043321410130334345,9.809688842534747e-4,0.013234546750821252,0.004057365313375083,0.012811404001128235,-0.0030763964291216084,4.2314274969301735e-4,-0.05969891236773994,0.3419422943403776,4,0.005422438392693551
DNK,2003,5387174,207966.969,300280.25,283830.146,234070.822,0.038604093537724975,0.05573984616052869,0.05268627781467612,0.04344964948227029,0.002000225295418989,0.007018872760495842,0.009662788536100031,0.013412611296469645,-0.007662563240681042,-0.006393738535973803,-0.025946141787277277,0.3375217925064107,5,0.0013215083842941294
ESP,1993,39356082,961871.831,1197214.404,1164500.238,1025350.275,0.024440233430756648,0.03042006071640973,0.029588825381550936,0.0260531593312566,-0.0156712065144875,-0.014162160595430073,7.506699939936468e-4,4.024419786907707e-4,-0.016421876508481148,-0.014564602574120844,0.11234234683768762,-1.0668161324892225,-5,-0.003294344825709313
ESP,1994,39547353,971078.596,1225746.362,1173524.184,1031147.61,0.02455483167229928,0.03099439707127807,0.02967389964127308,0.02607374531488871,0.018704165747220447,0.004677958903976265,0.02192266706654955,0.016872771348837468,-0.0032185013193291034,-0.012194812444861203,0.11899015234314514,-0.9894538937209952,-4,-0.008460176677291206
ESP,1995,39718895,989335.39,1259546.244,1225309.084,1079925.596,0.024908431868509936,0.03171151271957591,0.030849526000156852,0.02718921551065305,0.02287334371044114,0.014297731067761443,0.013371735050302203,0.00923424394204897,0.009501608660138938,0.005063487125712474,0.1217544825120962,-1.0562274987308231,-3,0.0013914048265427973
ESP,1996,39884246,1009674.356,1292387.794,1254847.026,1104327.028,0.025315117051479423,0.03240346561898149,0.03146222260287934,0.027688301491270512,0.021585588402882827,0.016195353804346446,0.02098947950889274,0.01611839226672851,5.961088939900883e-4,7.696153761793667e-5,0.13410381142788397,-1.16326440600491,-2,0.001597637889129145
ESP,1997,40049974,1036272.86,1338749.618,1303371.841,1145477.728,0.0258744951994226,0.03342697845446791,0.032543637631325305,0.028601210277939253,0.031097931468568873,0.021856012983678674,0.026335157855756908,0.018975927724345087,0.004762773612811966,0.002880085259333587,0.1757236786172196,-0.6555455626336242,-1,0.0018674253746617225
ESP,1998,40214066,1078829.478,1396342.324,1369331.294,1207149.439,0.02682716733990539,0.034722734179627596,0.034051053032041076,0.03001808966544194,0.03803132400934306,0.03615733858184633,0.023230864628554837,0.0263528230874015,0.014800459380788222,0.009804515494444832,0.44655034158488144,-0.47748365283489314,0,0.0016601817294106445
ESP,1999,40369667,1127182.149,1457905.179,1434643.153,1260850.878,0.027921512183887966,0.03611387676296661,0.03553765140049334,0.03123263013291638,0.039282553238199736,0.03998235696552577,0.025309875083651345,0.029891484046359107,0.01397267815454839,0.01009087291916666,0.2713195061915227,-0.27918676575021095,1,0.0030439038356211896
ESP,2000,40554387,1176285.304,1533725.597,1495365.62,1311410.648,0.02900513091222412,0.03781898113760171,0.036873091436445585,0.03233708471539713,0.046133933746564715,0.03807530460274888,0.03087750969983727,0.028969714362745425,0.015256424046727446,0.009105590240003458,0.10603769337005796,-0.04744621533978943,2,0.0017883122961985978
ESP,2001,40766049,1221512.329,1593833.665,1552494.869,1360034.34,0.029963961653482776,0.03909708456171458,0.03808303495391471,0.03336193654675733,0.03323677748272136,0.032522638987584784,0.0061081024849212184,0.015292912361159594,0.02712867499780014,0.01722972662642519,0.1592851203245239,-0.4261798447889742,3,0.0022836254268763334
ESP,2002,41423520,1261233.598,1637751.052,1613692.811,1411664.459,0.030447282075497205,0.03953674270076517,0.03895595572273916,0.03407881462029301,0.01118253392762858,0.01600135023588578,0.004057365313375083,0.012811404001128235,0.0071251686142534965,0.003189946234757546,0.19277179414524115,-0.6390364070958394,4,5.547969103767245e-4
ESP,2003,42196231,1297199.144,1685889.298,1674225.374,1462723.509,0.03074206186803746,0.03995355172835223,0.03967713073710304,0.034664790535439055,0.01048713809982793,0.009635078725229729,0.009662788536100031,0.013412611296469645,8.243495637278997e-4,-0.0037775325712399166,0.2075710787830216,-0.6463573495334207,5,-0.0024327667858166343
